dataset_accession,participant_id,run_id,trial_index,task_paradigm,stimulus_condition,raw_onset_sec,raw_duration_sec,raw_response_time_sec,response_time_ms,accuracy,is_cognitive_conflict
ds000164,sub-001,1,1,stroop,neutral,0.342,1.0,1.186,1186.0,1.0,0.0
ds000164,sub-001,1,2,stroop,congruent,3.345,1.0,0.667,667.0,1.0,0.0
ds000164,sub-001,1,3,stroop,congruent,12.346,1.0,0.614,614.0,1.0,0.0
ds000164,sub-001,1,4,stroop,neutral,15.349,1.0,0.696,696.0,1.0,0.0
ds000164,sub-001,1,5,stroop,neutral,18.35,1.0,0.752,752.0,1.0,0.0
ds000164,sub-001,1,6,stroop,incongruent,21.351,1.0,0.864,864.0,1.0,1.0
ds000164,sub-001,1,7,stroop,congruent,24.352,1.0,0.793,793.0,1.0,0.0
ds000164,sub-001,1,8,stroop,neutral,27.353,1.0,0.662,662.0,1.0,0.0
ds000164,sub-001,1,9,stroop,neutral,31.854,1.0,0.715,715.0,1.0,0.0
ds000164,sub-001,1,10,stroop,incongruent,34.855,1.0,0.792,792.0,1.0,1.0
ds000164,sub-001,1,11,stroop,neutral,43.856,1.0,0.739,739.0,1.0,0.0
ds000164,sub-001,1,12,stroop,congruent,46.859,1.0,1.028,1028.0,1.0,0.0
ds000164,sub-001,1,13,stroop,incongruent,49.86,1.0,0.785,785.0,1.0,1.0
ds000164,sub-001,1,14,stroop,congruent,52.861,1.0,0.789,789.0,1.0,0.0
ds000164,sub-001,1,15,stroop,neutral,55.862,1.0,0.898,898.0,0.0,0.0
ds000164,sub-001,1,16,stroop,neutral,58.863,1.0,0.907,907.0,1.0,0.0
ds000164,sub-001,1,17,stroop,incongruent,66.364,1.0,1.055,1055.0,1.0,1.0
ds000164,sub-001,1,18,stroop,incongruent,69.367,1.0,0.654,654.0,1.0,1.0
ds000164,sub-001,1,19,stroop,incongruent,81.368,1.0,0.662,662.0,1.0,1.0
ds000164,sub-001,1,20,stroop,incongruent,84.372,1.0,0.661,661.0,1.0,1.0
ds000164,sub-001,1,21,stroop,neutral,90.373,1.0,0.847,847.0,0.0,0.0
ds000164,sub-001,1,22,stroop,neutral,94.875,1.0,0.811,811.0,1.0,0.0
ds000164,sub-001,1,23,stroop,congruent,99.376,1.0,0.801,801.0,1.0,0.0
ds000164,sub-001,1,24,stroop,incongruent,106.878,1.0,0.737,737.0,1.0,1.0
ds000164,sub-001,1,25,stroop,congruent,112.88,1.0,1.007,1006.9999999999999,1.0,0.0
ds000164,sub-001,1,26,stroop,neutral,118.882,1.0,1.016,1016.0,1.0,0.0
ds000164,sub-001,1,27,stroop,neutral,121.885,1.0,0.745,745.0,1.0,0.0
ds000164,sub-001,1,28,stroop,congruent,126.386,1.0,0.923,923.0,1.0,0.0
ds000164,sub-001,1,29,stroop,congruent,141.387,1.0,0.938,938.0,1.0,0.0
ds000164,sub-001,1,30,stroop,neutral,144.392,1.0,0.747,747.0,1.0,0.0
ds000164,sub-001,1,31,stroop,incongruent,148.893,1.0,1.106,1106.0,1.0,1.0
ds000164,sub-001,1,32,stroop,incongruent,151.895,1.0,1.191,1191.0,1.0,1.0
ds000164,sub-001,1,33,stroop,congruent,154.896,1.0,0.67,670.0,1.0,0.0
ds000164,sub-001,1,34,stroop,congruent,157.897,1.0,0.967,967.0,1.0,0.0
ds000164,sub-001,1,35,stroop,neutral,162.398,1.0,0.835,835.0,1.0,0.0
ds000164,sub-001,1,36,stroop,neutral,165.399,1.0,0.796,796.0,1.0,0.0
ds000164,sub-001,1,37,stroop,congruent,171.4,1.0,0.889,889.0,1.0,0.0
ds000164,sub-001,1,38,stroop,congruent,174.402,1.0,0.788,788.0,1.0,0.0
ds000164,sub-001,1,39,stroop,congruent,177.403,1.0,0.627,627.0,1.0,0.0
ds000164,sub-001,1,40,stroop,incongruent,180.404,1.0,0.926,926.0,0.0,1.0
ds000164,sub-001,1,41,stroop,neutral,183.405,1.0,0.778,778.0,0.0,0.0
ds000164,sub-001,1,42,stroop,neutral,189.406,1.0,0.823,823.0,1.0,0.0
ds000164,sub-001,1,43,stroop,neutral,196.908,1.0,0.702,702.0,1.0,0.0
ds000164,sub-001,1,44,stroop,neutral,202.911,1.0,0.622,622.0,1.0,0.0
ds000164,sub-001,1,45,stroop,incongruent,205.913,1.0,1.036,1036.0,1.0,1.0
ds000164,sub-001,1,46,stroop,incongruent,210.414,1.0,0.552,552.0,1.0,1.0
ds000164,sub-001,1,47,stroop,neutral,213.415,1.0,0.891,891.0,1.0,0.0
ds000164,sub-001,1,48,stroop,incongruent,216.416,1.0,0.853,853.0,1.0,1.0
ds000164,sub-001,1,49,stroop,congruent,219.417,1.0,1.052,1052.0,1.0,0.0
ds000164,sub-001,1,50,stroop,congruent,223.918,1.0,0.637,637.0,1.0,0.0
ds000164,sub-001,1,51,stroop,congruent,234.42,1.0,0.918,918.0,1.0,0.0
ds000164,sub-001,1,52,stroop,incongruent,237.424,1.0,0.924,924.0,1.0,1.0
ds000164,sub-001,1,53,stroop,neutral,241.924,1.0,0.835,835.0,1.0,0.0
ds000164,sub-001,1,54,stroop,neutral,244.926,1.0,0.709,709.0,1.0,0.0
ds000164,sub-001,1,55,stroop,incongruent,249.427,1.0,0.825,825.0,1.0,1.0
ds000164,sub-001,1,56,stroop,congruent,252.429,1.0,0.727,727.0,1.0,0.0
ds000164,sub-001,1,57,stroop,congruent,255.43,1.0,0.743,743.0,1.0,0.0
ds000164,sub-001,1,58,stroop,incongruent,265.931,1.0,0.0,,0.0,1.0
ds000164,sub-001,1,59,stroop,congruent,274.934,1.0,0.697,697.0,1.0,0.0
ds000164,sub-001,1,60,stroop,congruent,277.937,1.0,0.689,689.0,1.0,0.0
ds000164,sub-001,1,61,stroop,incongruent,282.438,1.0,0.87,870.0,1.0,1.0
ds000164,sub-001,1,62,stroop,congruent,289.94,1.0,0.695,695.0,1.0,0.0
ds000164,sub-001,1,63,stroop,neutral,294.442,1.0,0.851,851.0,1.0,0.0
ds000164,sub-001,1,64,stroop,incongruent,297.444,1.0,1.148,1148.0,1.0,1.0
ds000164,sub-001,1,65,stroop,neutral,303.445,1.0,0.921,921.0,1.0,0.0
ds000164,sub-001,1,66,stroop,incongruent,306.447,1.0,1.23,1230.0,1.0,1.0
ds000164,sub-001,1,67,stroop,congruent,309.448,1.0,0.804,804.0,1.0,0.0
ds000164,sub-001,1,68,stroop,incongruent,312.449,1.0,0.985,985.0,1.0,1.0
ds000164,sub-001,1,69,stroop,incongruent,321.45,1.0,1.022,1022.0,1.0,1.0
ds000164,sub-001,1,70,stroop,neutral,327.453,1.0,0.895,895.0,0.0,0.0
ds000164,sub-001,1,71,stroop,neutral,336.455,1.0,0.695,695.0,1.0,0.0
ds000164,sub-001,1,72,stroop,congruent,339.458,1.0,0.931,931.0,1.0,0.0
ds000164,sub-001,1,73,stroop,incongruent,342.459,1.0,1.093,1093.0,1.0,1.0
ds000164,sub-001,1,74,stroop,neutral,346.96,1.0,0.744,744.0,1.0,0.0
ds000164,sub-001,1,75,stroop,congruent,349.961,1.0,0.953,953.0,1.0,0.0
ds000164,sub-001,1,76,stroop,congruent,352.962,1.0,0.923,923.0,1.0,0.0
ds000164,sub-001,1,77,stroop,incongruent,355.963,1.0,1.127,1127.0,1.0,1.0
ds000164,sub-001,1,78,stroop,neutral,361.964,1.0,0.873,873.0,1.0,0.0
ds000164,sub-001,1,79,stroop,incongruent,369.467,1.0,0.945,945.0,1.0,1.0
ds000164,sub-001,1,80,stroop,incongruent,379.969,1.0,1.219,1219.0,1.0,1.0
ds000164,sub-001,1,81,stroop,incongruent,382.973,1.0,1.078,1078.0,1.0,1.0
ds000164,sub-001,1,82,stroop,neutral,387.474,1.0,0.691,691.0,1.0,0.0
ds000164,sub-001,1,83,stroop,neutral,390.475,1.0,0.808,808.0,1.0,0.0
ds000164,sub-001,1,84,stroop,congruent,393.476,1.0,0.935,935.0,1.0,0.0
ds000164,sub-001,1,85,stroop,neutral,397.977,1.0,0.752,752.0,1.0,0.0
ds000164,sub-001,1,86,stroop,congruent,405.479,1.0,0.801,801.0,1.0,0.0
ds000164,sub-001,1,87,stroop,neutral,408.481,1.0,1.0,1000.0,1.0,0.0
ds000164,sub-001,1,88,stroop,incongruent,412.982,1.0,0.692,692.0,1.0,1.0
ds000164,sub-001,1,89,stroop,neutral,418.984,1.0,0.832,832.0,1.0,0.0
ds000164,sub-001,1,90,stroop,incongruent,421.986,1.0,0.974,974.0,0.0,1.0
ds000164,sub-001,1,91,stroop,congruent,424.987,1.0,0.768,768.0,1.0,0.0
ds000164,sub-001,1,92,stroop,congruent,427.988,1.0,0.624,624.0,1.0,0.0
ds000164,sub-001,1,93,stroop,incongruent,433.989,1.0,1.036,1036.0,1.0,1.0
ds000164,sub-001,1,94,stroop,congruent,436.991,1.0,0.761,761.0,1.0,0.0
ds000164,sub-001,1,95,stroop,congruent,439.992,1.0,0.635,635.0,1.0,0.0
ds000164,sub-001,1,96,stroop,incongruent,442.993,1.0,0.922,922.0,0.0,1.0
ds000164,sub-001,1,97,stroop,congruent,448.994,1.0,0.78,780.0,1.0,0.0
ds000164,sub-001,1,98,stroop,congruent,451.996,1.0,0.694,694.0,1.0,0.0
ds000164,sub-001,1,99,stroop,incongruent,457.997,1.0,0.979,979.0,1.0,1.0
ds000164,sub-001,1,100,stroop,congruent,460.999,1.0,0.911,911.0,1.0,0.0
ds000164,sub-001,1,101,stroop,congruent,464.0,1.0,0.787,787.0,1.0,0.0
ds000164,sub-001,1,102,stroop,congruent,467.001,1.0,0.841,841.0,1.0,0.0
ds000164,sub-001,1,103,stroop,neutral,470.002,1.0,0.878,878.0,1.0,0.0
ds000164,sub-001,1,104,stroop,neutral,473.003,1.0,0.714,714.0,1.0,0.0
ds000164,sub-001,1,105,stroop,congruent,476.004,1.0,0.869,869.0,1.0,0.0
ds000164,sub-001,1,106,stroop,neutral,479.005,1.0,0.801,801.0,1.0,0.0
ds000164,sub-001,1,107,stroop,neutral,482.006,1.0,1.05,1050.0,1.0,0.0
ds000164,sub-001,1,108,stroop,neutral,486.507,1.0,1.031,1031.0,1.0,0.0
ds000164,sub-001,1,109,stroop,incongruent,489.509,1.0,1.048,1048.0,0.0,1.0
ds000164,sub-001,1,110,stroop,neutral,492.51,1.0,0.792,792.0,1.0,0.0
ds000164,sub-001,1,111,stroop,incongruent,495.511,1.0,1.158,1158.0,1.0,1.0
ds000164,sub-001,1,112,stroop,congruent,498.512,1.0,0.757,757.0,1.0,0.0
ds000164,sub-001,1,113,stroop,neutral,504.513,1.0,0.91,910.0,1.0,0.0
ds000164,sub-001,1,114,stroop,congruent,509.015,1.0,0.666,666.0,1.0,0.0
ds000164,sub-001,1,115,stroop,neutral,512.016,1.0,1.067,1067.0,1.0,0.0
ds000164,sub-001,1,116,stroop,incongruent,515.017,1.0,0.0,,0.0,1.0
ds000164,sub-001,1,117,stroop,neutral,524.018,1.0,1.089,1089.0,1.0,0.0
ds000164,sub-001,1,118,stroop,congruent,527.021,1.0,0.653,653.0,1.0,0.0
ds000164,sub-001,1,119,stroop,congruent,530.022,1.0,0.642,642.0,1.0,0.0
ds000164,sub-001,1,120,stroop,incongruent,533.023,1.0,0.961,961.0,1.0,1.0
ds000164,sub-002,1,1,stroop,neutral,3.396,1.0,0.888,888.0,1.0,0.0
ds000164,sub-002,1,2,stroop,congruent,6.399,1.0,0.597,597.0,1.0,0.0
ds000164,sub-002,1,3,stroop,incongruent,15.4,1.0,1.428,1428.0,1.0,1.0
ds000164,sub-002,1,4,stroop,neutral,24.403,1.0,0.87,870.0,0.0,0.0
ds000164,sub-002,1,5,stroop,incongruent,27.406,1.0,0.0,,0.0,1.0
ds000164,sub-002,1,6,stroop,neutral,30.407,1.0,0.888,888.0,1.0,0.0
ds000164,sub-002,1,7,stroop,incongruent,33.408,1.0,0.742,742.0,0.0,1.0
ds000164,sub-002,1,8,stroop,congruent,36.409,1.0,1.511,1511.0,1.0,0.0
ds000164,sub-002,1,9,stroop,incongruent,39.41,1.0,0.717,717.0,1.0,1.0
ds000164,sub-002,1,10,stroop,neutral,42.411,1.0,0.564,564.0,1.0,0.0
ds000164,sub-002,1,11,stroop,incongruent,49.912,1.0,1.102,1102.0,1.0,1.0
ds000164,sub-002,1,12,stroop,incongruent,52.915,1.0,0.836,836.0,1.0,1.0
ds000164,sub-002,1,13,stroop,incongruent,55.916,1.0,0.802,802.0,1.0,1.0
ds000164,sub-002,1,14,stroop,neutral,63.417,1.0,0.478,478.0,1.0,0.0
ds000164,sub-002,1,15,stroop,neutral,66.42,1.0,0.777,777.0,1.0,0.0
ds000164,sub-002,1,16,stroop,congruent,69.421,1.0,1.133,1133.0,1.0,0.0
ds000164,sub-002,1,17,stroop,incongruent,72.422,1.0,0.957,957.0,1.0,1.0
ds000164,sub-002,1,18,stroop,congruent,76.923,1.0,0.833,833.0,1.0,0.0
ds000164,sub-002,1,19,stroop,congruent,84.424,1.0,0.773,773.0,1.0,0.0
ds000164,sub-002,1,20,stroop,neutral,87.427,1.0,1.005,1004.9999999999999,0.0,0.0
ds000164,sub-002,1,21,stroop,congruent,91.928,1.0,0.954,954.0,1.0,0.0
ds000164,sub-002,1,22,stroop,incongruent,97.929,1.0,1.212,1212.0,1.0,1.0
ds000164,sub-002,1,23,stroop,neutral,102.431,1.0,0.801,801.0,1.0,0.0
ds000164,sub-002,1,24,stroop,neutral,105.433,1.0,0.647,647.0,1.0,0.0
ds000164,sub-002,1,25,stroop,neutral,108.434,1.0,0.734,734.0,1.0,0.0
ds000164,sub-002,1,26,stroop,congruent,112.935,1.0,0.862,862.0,1.0,0.0
ds000164,sub-002,1,27,stroop,neutral,115.936,1.0,0.638,638.0,1.0,0.0
ds000164,sub-002,1,28,stroop,incongruent,120.437,1.0,1.212,1212.0,1.0,1.0
ds000164,sub-002,1,29,stroop,congruent,124.939,1.0,0.793,793.0,1.0,0.0
ds000164,sub-002,1,30,stroop,neutral,129.44,1.0,0.927,927.0,1.0,0.0
ds000164,sub-002,1,31,stroop,congruent,132.442,1.0,0.792,792.0,1.0,0.0
ds000164,sub-002,1,32,stroop,incongruent,135.443,1.0,1.087,1087.0,1.0,1.0
ds000164,sub-002,1,33,stroop,neutral,144.444,1.0,0.942,942.0,1.0,0.0
ds000164,sub-002,1,34,stroop,congruent,147.447,1.0,0.756,756.0,1.0,0.0
ds000164,sub-002,1,35,stroop,congruent,150.448,1.0,0.827,827.0,1.0,0.0
ds000164,sub-002,1,36,stroop,congruent,153.449,1.0,0.774,774.0,1.0,0.0
ds000164,sub-002,1,37,stroop,congruent,157.95,1.0,0.655,655.0,1.0,0.0
ds000164,sub-002,1,38,stroop,incongruent,160.951,1.0,1.009,1008.9999999999999,1.0,1.0
ds000164,sub-002,1,39,stroop,incongruent,163.952,1.0,0.993,993.0,1.0,1.0
ds000164,sub-002,1,40,stroop,incongruent,171.453,1.0,0.786,786.0,1.0,1.0
ds000164,sub-002,1,41,stroop,neutral,178.956,1.0,0.987,987.0,1.0,0.0
ds000164,sub-002,1,42,stroop,congruent,184.959,1.0,0.682,682.0,1.0,0.0
ds000164,sub-002,1,43,stroop,incongruent,187.961,1.0,0.0,,0.0,1.0
ds000164,sub-002,1,44,stroop,incongruent,190.962,1.0,0.898,898.0,1.0,1.0
ds000164,sub-002,1,45,stroop,neutral,195.463,1.0,0.668,668.0,1.0,0.0
ds000164,sub-002,1,46,stroop,congruent,198.464,1.0,0.685,685.0,1.0,0.0
ds000164,sub-002,1,47,stroop,congruent,202.965,1.0,0.896,896.0,1.0,0.0
ds000164,sub-002,1,48,stroop,congruent,205.967,1.0,1.76,1760.0,1.0,0.0
ds000164,sub-002,1,49,stroop,neutral,211.968,1.0,0.827,827.0,1.0,0.0
ds000164,sub-002,1,50,stroop,congruent,220.97,1.0,0.776,776.0,1.0,0.0
ds000164,sub-002,1,51,stroop,incongruent,226.973,1.0,0.952,952.0,1.0,1.0
ds000164,sub-002,1,52,stroop,congruent,229.975,1.0,0.706,706.0,1.0,0.0
ds000164,sub-002,1,53,stroop,congruent,232.976,1.0,0.0,,0.0,0.0
ds000164,sub-002,1,54,stroop,congruent,235.977,1.0,0.804,804.0,1.0,0.0
ds000164,sub-002,1,55,stroop,incongruent,241.978,1.0,0.934,934.0,1.0,1.0
ds000164,sub-002,1,56,stroop,congruent,244.98,1.0,1.258,1258.0,1.0,0.0
ds000164,sub-002,1,57,stroop,neutral,247.981,1.0,0.0,,0.0,0.0
ds000164,sub-002,1,58,stroop,congruent,250.982,1.0,0.638,638.0,1.0,0.0
ds000164,sub-002,1,59,stroop,congruent,256.983,1.0,1.449,1449.0,1.0,0.0
ds000164,sub-002,1,60,stroop,congruent,262.985,1.0,0.635,635.0,1.0,0.0
ds000164,sub-002,1,61,stroop,incongruent,265.987,1.0,1.339,1339.0,1.0,1.0
ds000164,sub-002,1,62,stroop,neutral,270.488,1.0,1.908,1908.0,1.0,0.0
ds000164,sub-002,1,63,stroop,neutral,279.489,1.0,0.635,635.0,0.0,0.0
ds000164,sub-002,1,64,stroop,congruent,285.492,1.0,1.358,1358.0,1.0,0.0
ds000164,sub-002,1,65,stroop,neutral,292.994,1.0,1.236,1236.0,1.0,0.0
ds000164,sub-002,1,66,stroop,incongruent,295.997,1.0,0.812,812.0,0.0,1.0
ds000164,sub-002,1,67,stroop,incongruent,301.998,1.0,1.57,1570.0,0.0,1.0
ds000164,sub-002,1,68,stroop,incongruent,305.0,1.0,0.0,,0.0,1.0
ds000164,sub-002,1,69,stroop,congruent,309.501,1.0,0.871,871.0,1.0,0.0
ds000164,sub-002,1,70,stroop,neutral,315.503,1.0,1.356,1356.0,1.0,0.0
ds000164,sub-002,1,71,stroop,congruent,320.005,1.0,0.0,,0.0,0.0
ds000164,sub-002,1,72,stroop,incongruent,326.006,1.0,1.027,1027.0,0.0,1.0
ds000164,sub-002,1,73,stroop,incongruent,329.008,1.0,0.0,,0.0,1.0
ds000164,sub-002,1,74,stroop,incongruent,332.009,1.0,0.0,,0.0,1.0
ds000164,sub-002,1,75,stroop,incongruent,335.01,1.0,0.88,880.0,0.0,1.0
ds000164,sub-002,1,76,stroop,congruent,338.011,1.0,0.869,869.0,1.0,0.0
ds000164,sub-002,1,77,stroop,neutral,341.012,1.0,0.778,778.0,1.0,0.0
ds000164,sub-002,1,78,stroop,neutral,347.013,1.0,1.006,1006.0,1.0,0.0
ds000164,sub-002,1,79,stroop,incongruent,350.015,1.0,0.0,,0.0,1.0
ds000164,sub-002,1,80,stroop,incongruent,353.016,1.0,0.917,917.0,1.0,1.0
ds000164,sub-002,1,81,stroop,neutral,362.017,1.0,0.0,,0.0,0.0
ds000164,sub-002,1,82,stroop,neutral,365.02,1.0,0.998,998.0,1.0,0.0
ds000164,sub-002,1,83,stroop,incongruent,368.021,1.0,1.199,1199.0,1.0,1.0
ds000164,sub-002,1,84,stroop,neutral,371.022,1.0,1.051,1051.0,1.0,0.0
ds000164,sub-002,1,85,stroop,congruent,374.023,1.0,0.716,716.0,1.0,0.0
ds000164,sub-002,1,86,stroop,congruent,380.024,1.0,1.789,1789.0,1.0,0.0
ds000164,sub-002,1,87,stroop,neutral,384.526,1.0,0.0,,0.0,0.0
ds000164,sub-002,1,88,stroop,neutral,389.028,1.0,0.858,858.0,1.0,0.0
ds000164,sub-002,1,89,stroop,neutral,398.029,1.0,0.0,,0.0,0.0
ds000164,sub-002,1,90,stroop,congruent,407.032,1.0,0.727,727.0,0.0,0.0
ds000164,sub-002,1,91,stroop,congruent,410.035,1.0,0.629,629.0,1.0,0.0
ds000164,sub-002,1,92,stroop,neutral,414.536,1.0,1.31,1310.0,1.0,0.0
ds000164,sub-002,1,93,stroop,congruent,417.538,1.0,0.0,,0.0,0.0
ds000164,sub-002,1,94,stroop,congruent,420.539,1.0,0.0,,0.0,0.0
ds000164,sub-002,1,95,stroop,incongruent,423.54,1.0,1.082,1082.0,1.0,1.0
ds000164,sub-002,1,96,stroop,neutral,426.541,1.0,1.164,1164.0,1.0,0.0
ds000164,sub-002,1,97,stroop,congruent,429.542,1.0,0.725,725.0,1.0,0.0
ds000164,sub-002,1,98,stroop,incongruent,432.543,1.0,0.0,,0.0,1.0
ds000164,sub-002,1,99,stroop,congruent,435.544,1.0,0.756,756.0,1.0,0.0
ds000164,sub-002,1,100,stroop,neutral,441.545,1.0,0.919,919.0,1.0,0.0
ds000164,sub-002,1,101,stroop,incongruent,444.547,1.0,0.0,,0.0,1.0
ds000164,sub-002,1,102,stroop,neutral,450.548,1.0,0.0,,0.0,0.0
ds000164,sub-002,1,103,stroop,congruent,458.05,1.0,0.717,717.0,1.0,0.0
ds000164,sub-002,1,104,stroop,incongruent,461.053,1.0,0.889,889.0,1.0,1.0
ds000164,sub-002,1,105,stroop,congruent,468.554,1.0,1.043,1043.0,1.0,0.0
ds000164,sub-002,1,106,stroop,neutral,471.556,1.0,0.0,,0.0,0.0
ds000164,sub-002,1,107,stroop,neutral,474.557,1.0,1.371,1371.0,1.0,0.0
ds000164,sub-002,1,108,stroop,neutral,482.058,1.0,0.852,852.0,1.0,0.0
ds000164,sub-002,1,109,stroop,neutral,486.561,1.0,0.0,,0.0,0.0
ds000164,sub-002,1,110,stroop,neutral,491.062,1.0,1.17,1170.0,1.0,0.0
ds000164,sub-002,1,111,stroop,neutral,494.064,1.0,0.0,,0.0,0.0
ds000164,sub-002,1,112,stroop,neutral,498.565,1.0,0.774,774.0,1.0,0.0
ds000164,sub-002,1,113,stroop,congruent,504.566,1.0,1.225,1225.0,1.0,0.0
ds000164,sub-002,1,114,stroop,congruent,507.568,1.0,0.0,,0.0,0.0
ds000164,sub-002,1,115,stroop,neutral,512.069,1.0,0.922,922.0,1.0,0.0
ds000164,sub-002,1,116,stroop,neutral,515.071,1.0,0.0,,0.0,0.0
ds000164,sub-002,1,117,stroop,incongruent,519.572,1.0,0.0,,0.0,1.0
ds000164,sub-002,1,118,stroop,incongruent,525.573,1.0,1.208,1208.0,1.0,1.0
ds000164,sub-002,1,119,stroop,incongruent,528.575,1.0,0.987,987.0,1.0,1.0
ds000164,sub-003,1,1,stroop,incongruent,1.896,1.0,0.532,532.0,1.0,1.0
ds000164,sub-003,1,2,stroop,neutral,7.907,1.0,0.602,602.0,1.0,0.0
ds000164,sub-003,1,3,stroop,incongruent,10.909,1.0,0.754,754.0,1.0,1.0
ds000164,sub-003,1,4,stroop,incongruent,15.41,1.0,0.753,753.0,1.0,1.0
ds000164,sub-003,1,5,stroop,congruent,18.412,1.0,0.614,614.0,1.0,0.0
ds000164,sub-003,1,6,stroop,incongruent,22.913,1.0,0.727,727.0,1.0,1.0
ds000164,sub-003,1,7,stroop,congruent,25.914,1.0,0.601,601.0,1.0,0.0
ds000164,sub-003,1,8,stroop,congruent,31.915,1.0,0.7,700.0,0.0,0.0
ds000164,sub-003,1,9,stroop,congruent,34.917,1.0,0.689,689.0,1.0,0.0
ds000164,sub-003,1,10,stroop,neutral,40.918,1.0,0.71,710.0,1.0,0.0
ds000164,sub-003,1,11,stroop,congruent,43.92,1.0,0.611,611.0,1.0,0.0
ds000164,sub-003,1,12,stroop,congruent,55.921,1.0,0.69,690.0,1.0,0.0
ds000164,sub-003,1,13,stroop,congruent,58.925,1.0,0.621,621.0,1.0,0.0
ds000164,sub-003,1,14,stroop,neutral,61.926,1.0,0.748,748.0,1.0,0.0
ds000164,sub-003,1,15,stroop,neutral,64.927,1.0,0.577,577.0,1.0,0.0
ds000164,sub-003,1,16,stroop,neutral,73.928,1.0,0.665,665.0,1.0,0.0
ds000164,sub-003,1,17,stroop,incongruent,76.932,1.0,0.544,544.0,1.0,1.0
ds000164,sub-003,1,18,stroop,neutral,79.933,1.0,0.633,633.0,1.0,0.0
ds000164,sub-003,1,19,stroop,congruent,85.934,1.0,0.636,636.0,1.0,0.0
ds000164,sub-003,1,20,stroop,neutral,90.436,1.0,0.679,679.0,1.0,0.0
ds000164,sub-003,1,21,stroop,congruent,93.437,1.0,0.57,570.0,1.0,0.0
ds000164,sub-003,1,22,stroop,neutral,97.938,1.0,0.895,895.0,1.0,0.0
ds000164,sub-003,1,23,stroop,congruent,102.44,1.0,0.68,680.0,1.0,0.0
ds000164,sub-003,1,24,stroop,neutral,105.441,1.0,0.604,604.0,0.0,0.0
ds000164,sub-003,1,25,stroop,incongruent,108.442,1.0,0.78,780.0,1.0,1.0
ds000164,sub-003,1,26,stroop,neutral,111.443,1.0,0.973,973.0,1.0,0.0
ds000164,sub-003,1,27,stroop,incongruent,114.444,1.0,0.619,619.0,1.0,1.0
ds000164,sub-003,1,28,stroop,incongruent,117.445,1.0,0.628,628.0,1.0,1.0
ds000164,sub-003,1,29,stroop,incongruent,120.446,1.0,1.047,1047.0,1.0,1.0
ds000164,sub-003,1,30,stroop,neutral,129.447,1.0,0.899,899.0,1.0,0.0
ds000164,sub-003,1,31,stroop,incongruent,132.45,1.0,0.766,766.0,1.0,1.0
ds000164,sub-003,1,32,stroop,congruent,135.451,1.0,0.922,922.0,1.0,0.0
ds000164,sub-003,1,33,stroop,neutral,138.452,1.0,0.676,676.0,1.0,0.0
ds000164,sub-003,1,34,stroop,neutral,142.953,1.0,0.795,795.0,1.0,0.0
ds000164,sub-003,1,35,stroop,congruent,151.955,1.0,1.033,1033.0,1.0,0.0
ds000164,sub-003,1,36,stroop,neutral,154.958,1.0,0.635,635.0,1.0,0.0
ds000164,sub-003,1,37,stroop,congruent,157.959,1.0,0.72,720.0,1.0,0.0
ds000164,sub-003,1,38,stroop,neutral,163.96,1.0,0.723,723.0,1.0,0.0
ds000164,sub-003,1,39,stroop,incongruent,168.462,1.0,0.78,780.0,1.0,1.0
ds000164,sub-003,1,40,stroop,incongruent,174.463,1.0,1.0,1000.0,1.0,1.0
ds000164,sub-003,1,41,stroop,incongruent,178.965,1.0,0.968,968.0,1.0,1.0
ds000164,sub-003,1,42,stroop,congruent,181.967,1.0,0.967,967.0,1.0,0.0
ds000164,sub-003,1,43,stroop,congruent,184.968,1.0,0.709,709.0,1.0,0.0
ds000164,sub-003,1,44,stroop,congruent,192.469,1.0,0.645,645.0,1.0,0.0
ds000164,sub-003,1,45,stroop,neutral,195.472,1.0,0.742,742.0,1.0,0.0
ds000164,sub-003,1,46,stroop,neutral,198.473,1.0,0.821,821.0,1.0,0.0
ds000164,sub-003,1,47,stroop,neutral,205.974,1.0,0.91,910.0,1.0,0.0
ds000164,sub-003,1,48,stroop,congruent,208.976,1.0,1.174,1174.0,1.0,0.0
ds000164,sub-003,1,49,stroop,congruent,211.977,1.0,0.581,581.0,1.0,0.0
ds000164,sub-003,1,50,stroop,neutral,216.478,1.0,0.722,722.0,1.0,0.0
ds000164,sub-003,1,51,stroop,neutral,222.48,1.0,0.96,960.0,1.0,0.0
ds000164,sub-003,1,52,stroop,neutral,231.482,1.0,0.746,746.0,1.0,0.0
ds000164,sub-003,1,53,stroop,neutral,235.985,1.0,0.696,696.0,1.0,0.0
ds000164,sub-003,1,54,stroop,incongruent,240.486,1.0,0.828,828.0,1.0,1.0
ds000164,sub-003,1,55,stroop,congruent,243.488,1.0,0.894,894.0,1.0,0.0
ds000164,sub-003,1,56,stroop,congruent,247.989,1.0,0.685,685.0,1.0,0.0
ds000164,sub-003,1,57,stroop,incongruent,250.99,1.0,0.726,726.0,1.0,1.0
ds000164,sub-003,1,58,stroop,incongruent,256.991,1.0,0.747,747.0,1.0,1.0
ds000164,sub-003,1,59,stroop,incongruent,259.993,1.0,1.358,1358.0,1.0,1.0
ds000164,sub-003,1,60,stroop,neutral,262.994,1.0,1.38,1380.0,1.0,0.0
ds000164,sub-003,1,61,stroop,neutral,265.995,1.0,0.544,544.0,1.0,0.0
