dataset_accession,participant_id,run_id,trial_index,task_paradigm,stimulus_condition,raw_onset_sec,raw_duration_sec,raw_response_time_sec,response_time_ms,accuracy,is_cognitive_conflict
ds000164,sub-010,1,38,stroop,incongruent,159.436,1.0,0.919,919.0,1.0,1.0
ds000164,sub-010,1,39,stroop,neutral,166.937,1.0,0.747,747.0,1.0,0.0
ds000164,sub-010,1,40,stroop,neutral,169.939,1.0,0.826,826.0,1.0,0.0
ds000164,sub-010,1,41,stroop,incongruent,174.441,1.0,0.702,702.0,1.0,1.0
ds000164,sub-010,1,42,stroop,neutral,177.442,1.0,0.664,664.0,1.0,0.0
ds000164,sub-010,1,43,stroop,incongruent,180.443,1.0,0.683,683.0,1.0,1.0
ds000164,sub-010,1,44,stroop,incongruent,186.444,1.0,0.956,956.0,1.0,1.0
ds000164,sub-010,1,45,stroop,incongruent,192.446,1.0,0.941,941.0,1.0,1.0
ds000164,sub-010,1,46,stroop,incongruent,196.948,1.0,0.87,870.0,1.0,1.0
ds000164,sub-010,1,47,stroop,neutral,199.95,1.0,0.824,824.0,1.0,0.0
ds000164,sub-010,1,48,stroop,incongruent,202.951,1.0,0.568,568.0,1.0,1.0
ds000164,sub-010,1,49,stroop,neutral,205.952,1.0,0.672,672.0,1.0,0.0
ds000164,sub-010,1,50,stroop,incongruent,208.953,1.0,0.674,674.0,1.0,1.0
ds000164,sub-010,1,51,stroop,neutral,214.954,1.0,0.815,815.0,1.0,0.0
ds000164,sub-010,1,52,stroop,neutral,217.956,1.0,0.684,684.0,1.0,0.0
ds000164,sub-010,1,53,stroop,neutral,220.957,1.0,0.738,738.0,1.0,0.0
ds000164,sub-010,1,54,stroop,neutral,229.958,1.0,0.663,663.0,1.0,0.0
ds000164,sub-010,1,55,stroop,neutral,232.961,1.0,1.009,1008.9999999999999,1.0,0.0
ds000164,sub-010,1,56,stroop,congruent,241.962,1.0,0.869,869.0,1.0,0.0
ds000164,sub-010,1,57,stroop,incongruent,244.965,1.0,0.718,718.0,1.0,1.0
ds000164,sub-010,1,58,stroop,neutral,247.966,1.0,0.664,664.0,1.0,0.0
ds000164,sub-010,1,59,stroop,neutral,256.967,1.0,0.744,744.0,1.0,0.0
ds000164,sub-010,1,60,stroop,congruent,261.47,1.0,0.695,695.0,1.0,0.0
ds000164,sub-010,1,61,stroop,congruent,264.471,1.0,0.702,702.0,1.0,0.0
ds000164,sub-010,1,62,stroop,congruent,268.972,1.0,0.697,697.0,1.0,0.0
ds000164,sub-010,1,63,stroop,neutral,271.974,1.0,0.634,634.0,1.0,0.0
ds000164,sub-010,1,64,stroop,incongruent,274.975,1.0,0.62,620.0,1.0,1.0
ds000164,sub-010,1,65,stroop,neutral,291.476,1.0,0.88,880.0,1.0,0.0
ds000164,sub-010,1,66,stroop,neutral,294.482,1.0,0.742,742.0,1.0,0.0
ds000164,sub-010,1,67,stroop,neutral,297.483,1.0,0.614,614.0,1.0,0.0
ds000164,sub-010,1,68,stroop,incongruent,301.984,1.0,0.812,812.0,0.0,1.0
ds000164,sub-010,1,69,stroop,congruent,310.985,1.0,0.707,707.0,1.0,0.0
ds000164,sub-010,1,70,stroop,congruent,313.988,1.0,0.681,681.0,1.0,0.0
ds000164,sub-010,1,71,stroop,neutral,321.489,1.0,0.731,731.0,1.0,0.0
ds000164,sub-010,1,72,stroop,neutral,324.492,1.0,0.743,743.0,1.0,0.0
ds000164,sub-010,1,73,stroop,congruent,327.493,1.0,0.704,704.0,1.0,0.0
ds000164,sub-010,1,74,stroop,incongruent,331.994,1.0,0.902,902.0,0.0,1.0
ds000164,sub-010,1,75,stroop,incongruent,336.495,1.0,0.727,727.0,1.0,1.0
ds000164,sub-010,1,76,stroop,congruent,343.997,1.0,0.647,647.0,1.0,0.0
ds000164,sub-010,1,77,stroop,congruent,352.999,1.0,0.781,781.0,1.0,0.0
ds000164,sub-010,1,78,stroop,incongruent,356.002,1.0,0.99,990.0,1.0,1.0
ds000164,sub-010,1,79,stroop,neutral,360.503,1.0,0.732,732.0,1.0,0.0
ds000164,sub-010,1,80,stroop,congruent,363.505,1.0,0.663,663.0,1.0,0.0
ds000164,sub-010,1,81,stroop,neutral,366.506,1.0,0.637,637.0,1.0,0.0
ds000164,sub-010,1,82,stroop,neutral,371.007,1.0,0.633,633.0,1.0,0.0
ds000164,sub-010,1,83,stroop,incongruent,374.008,1.0,0.594,594.0,1.0,1.0
ds000164,sub-010,1,84,stroop,congruent,377.009,1.0,0.554,554.0,1.0,0.0
ds000164,sub-010,1,85,stroop,neutral,384.51,1.0,0.804,804.0,1.0,0.0
ds000164,sub-010,1,86,stroop,neutral,387.513,1.0,0.578,578.0,1.0,0.0
ds000164,sub-010,1,87,stroop,neutral,398.014,1.0,0.682,682.0,1.0,0.0
ds000164,sub-010,1,88,stroop,incongruent,401.017,1.0,0.654,654.0,1.0,1.0
ds000164,sub-010,1,89,stroop,incongruent,410.018,1.0,0.666,666.0,1.0,1.0
ds000164,sub-010,1,90,stroop,congruent,413.022,1.0,0.745,745.0,1.0,0.0
ds000164,sub-010,1,91,stroop,neutral,416.023,1.0,0.615,615.0,1.0,0.0
ds000164,sub-010,1,92,stroop,incongruent,422.024,1.0,0.768,768.0,1.0,1.0
ds000164,sub-010,1,93,stroop,neutral,428.026,1.0,0.781,781.0,1.0,0.0
ds000164,sub-010,1,94,stroop,congruent,431.028,1.0,0.722,722.0,1.0,0.0
ds000164,sub-010,1,95,stroop,neutral,434.029,1.0,0.836,836.0,1.0,0.0
ds000164,sub-010,1,96,stroop,incongruent,437.03,1.0,0.695,695.0,1.0,1.0
ds000164,sub-010,1,97,stroop,congruent,440.031,1.0,0.689,689.0,1.0,0.0
ds000164,sub-010,1,98,stroop,neutral,443.032,1.0,0.941,941.0,1.0,0.0
ds000164,sub-010,1,99,stroop,congruent,446.033,1.0,0.7,700.0,1.0,0.0
ds000164,sub-010,1,100,stroop,congruent,450.534,1.0,0.785,785.0,1.0,0.0
ds000164,sub-010,1,101,stroop,congruent,453.535,1.0,0.704,704.0,1.0,0.0
ds000164,sub-010,1,102,stroop,congruent,456.536,1.0,0.936,936.0,1.0,0.0
ds000164,sub-010,1,103,stroop,incongruent,459.537,1.0,0.831,831.0,1.0,1.0
ds000164,sub-010,1,104,stroop,neutral,464.038,1.0,0.0,,0.0,0.0
ds000164,sub-010,1,105,stroop,incongruent,467.04,1.0,0.876,876.0,0.0,1.0
ds000164,sub-010,1,106,stroop,congruent,470.041,1.0,0.713,713.0,1.0,0.0
ds000164,sub-010,1,107,stroop,neutral,473.042,1.0,0.732,732.0,1.0,0.0
ds000164,sub-010,1,108,stroop,incongruent,483.543,1.0,0.915,915.0,1.0,1.0
ds000164,sub-010,1,109,stroop,congruent,486.546,1.0,0.724,724.0,1.0,0.0
ds000164,sub-010,1,110,stroop,incongruent,491.047,1.0,1.173,1173.0,1.0,1.0
ds000164,sub-010,1,111,stroop,congruent,494.049,1.0,0.714,714.0,1.0,0.0
ds000164,sub-010,1,112,stroop,incongruent,497.05,1.0,0.749,749.0,1.0,1.0
ds000164,sub-010,1,113,stroop,neutral,509.051,1.0,0.695,695.0,1.0,0.0
ds000164,sub-010,1,114,stroop,congruent,512.055,1.0,0.746,746.0,1.0,0.0
ds000164,sub-010,1,115,stroop,incongruent,515.056,1.0,0.793,793.0,1.0,1.0
ds000164,sub-010,1,116,stroop,congruent,518.057,1.0,0.724,724.0,1.0,0.0
ds000164,sub-010,1,117,stroop,incongruent,524.058,1.0,0.727,727.0,1.0,1.0
ds000164,sub-010,1,118,stroop,incongruent,530.06,1.0,0.705,705.0,1.0,1.0
ds000164,sub-010,1,119,stroop,incongruent,533.062,1.0,0.864,864.0,1.0,1.0
ds000164,sub-011,1,1,stroop,incongruent,0.395,1.0,0.554,554.0,0.0,1.0
ds000164,sub-011,1,2,stroop,congruent,3.41,1.0,0.543,543.0,1.0,0.0
ds000164,sub-011,1,3,stroop,neutral,7.911,1.0,0.619,619.0,1.0,0.0
ds000164,sub-011,1,4,stroop,incongruent,13.913,1.0,0.667,667.0,0.0,1.0
ds000164,sub-011,1,5,stroop,incongruent,16.915,1.0,0.961,961.0,1.0,1.0
ds000164,sub-011,1,6,stroop,neutral,21.416,1.0,0.618,618.0,1.0,0.0
ds000164,sub-011,1,7,stroop,congruent,24.417,1.0,0.859,859.0,1.0,0.0
ds000164,sub-011,1,8,stroop,neutral,36.418,1.0,0.655,655.0,1.0,0.0
ds000164,sub-011,1,9,stroop,incongruent,42.422,1.0,0.688,688.0,1.0,1.0
ds000164,sub-011,1,10,stroop,incongruent,45.424,1.0,0.545,545.0,1.0,1.0
ds000164,sub-011,1,11,stroop,neutral,55.925,1.0,0.711,711.0,1.0,0.0
ds000164,sub-011,1,12,stroop,incongruent,63.429,1.0,0.572,572.0,1.0,1.0
ds000164,sub-011,1,13,stroop,congruent,66.431,1.0,0.896,896.0,1.0,0.0
ds000164,sub-011,1,14,stroop,incongruent,69.432,1.0,0.595,595.0,1.0,1.0
ds000164,sub-011,1,15,stroop,neutral,73.933,1.0,0.841,841.0,1.0,0.0
ds000164,sub-011,1,16,stroop,congruent,79.935,1.0,0.699,699.0,1.0,0.0
ds000164,sub-011,1,17,stroop,congruent,82.937,1.0,0.698,698.0,1.0,0.0
ds000164,sub-011,1,18,stroop,neutral,87.438,1.0,0.599,599.0,1.0,0.0
ds000164,sub-011,1,19,stroop,neutral,90.44,1.0,0.761,761.0,1.0,0.0
ds000164,sub-011,1,20,stroop,neutral,93.441,1.0,0.552,552.0,1.0,0.0
ds000164,sub-011,1,21,stroop,incongruent,97.942,1.0,0.795,795.0,1.0,1.0
ds000164,sub-011,1,22,stroop,congruent,103.943,1.0,0.719,719.0,0.0,0.0
ds000164,sub-011,1,23,stroop,congruent,106.945,1.0,0.603,603.0,1.0,0.0
ds000164,sub-011,1,24,stroop,congruent,109.946,1.0,0.572,572.0,1.0,0.0
ds000164,sub-011,1,25,stroop,incongruent,112.947,1.0,0.974,974.0,1.0,1.0
ds000164,sub-011,1,26,stroop,neutral,117.448,1.0,0.575,575.0,1.0,0.0
ds000164,sub-011,1,27,stroop,incongruent,120.45,1.0,0.569,569.0,1.0,1.0
ds000164,sub-011,1,28,stroop,congruent,123.451,1.0,0.663,663.0,1.0,0.0
ds000164,sub-011,1,29,stroop,incongruent,126.452,1.0,0.517,517.0,1.0,1.0
ds000164,sub-011,1,30,stroop,neutral,129.453,1.0,0.534,534.0,1.0,0.0
ds000164,sub-011,1,31,stroop,neutral,138.454,1.0,0.748,748.0,0.0,0.0
ds000164,sub-011,1,32,stroop,neutral,142.957,1.0,0.71,710.0,1.0,0.0
ds000164,sub-011,1,33,stroop,congruent,145.958,1.0,0.506,506.0,1.0,0.0
ds000164,sub-011,1,34,stroop,congruent,148.959,1.0,0.523,523.0,1.0,0.0
ds000164,sub-011,1,35,stroop,neutral,151.96,1.0,0.602,602.0,1.0,0.0
ds000164,sub-011,1,36,stroop,incongruent,154.961,1.0,0.706,706.0,1.0,1.0
ds000164,sub-011,1,37,stroop,incongruent,159.462,1.0,0.534,534.0,1.0,1.0
ds000164,sub-011,1,38,stroop,neutral,162.464,1.0,0.693,693.0,1.0,0.0
ds000164,sub-011,1,39,stroop,neutral,165.465,1.0,0.504,504.0,1.0,0.0
ds000164,sub-011,1,40,stroop,congruent,168.466,1.0,0.541,541.0,1.0,0.0
ds000164,sub-011,1,41,stroop,neutral,175.967,1.0,0.581,581.0,1.0,0.0
ds000164,sub-011,1,42,stroop,neutral,178.969,1.0,0.518,518.0,1.0,0.0
ds000164,sub-011,1,43,stroop,incongruent,181.97,1.0,0.513,513.0,0.0,1.0
ds000164,sub-011,1,44,stroop,incongruent,192.471,1.0,0.619,619.0,1.0,1.0
ds000164,sub-011,1,45,stroop,incongruent,195.475,1.0,0.643,643.0,1.0,1.0
ds000164,sub-011,1,46,stroop,congruent,198.476,1.0,0.459,459.0,0.0,0.0
ds000164,sub-011,1,47,stroop,congruent,210.477,1.0,0.62,620.0,1.0,0.0
ds000164,sub-011,1,48,stroop,neutral,213.481,1.0,0.649,649.0,1.0,0.0
ds000164,sub-011,1,49,stroop,congruent,216.482,1.0,0.543,543.0,1.0,0.0
ds000164,sub-011,1,50,stroop,neutral,229.983,1.0,0.0,,0.0,0.0
ds000164,sub-011,1,51,stroop,incongruent,232.988,1.0,0.544,544.0,1.0,1.0
ds000164,sub-011,1,52,stroop,neutral,240.489,1.0,0.771,771.0,1.0,0.0
ds000164,sub-011,1,53,stroop,congruent,249.491,1.0,0.833,833.0,1.0,0.0
ds000164,sub-011,1,54,stroop,neutral,253.994,1.0,0.64,640.0,1.0,0.0
ds000164,sub-011,1,55,stroop,incongruent,256.996,1.0,0.816,816.0,0.0,1.0
ds000164,sub-011,1,56,stroop,congruent,259.997,1.0,0.528,528.0,1.0,0.0
ds000164,sub-011,1,57,stroop,congruent,262.998,1.0,0.628,628.0,1.0,0.0
ds000164,sub-011,1,58,stroop,congruent,268.999,1.0,0.593,593.0,1.0,0.0
ds000164,sub-011,1,59,stroop,incongruent,272.001,1.0,0.685,685.0,1.0,1.0
ds000164,sub-011,1,60,stroop,neutral,275.002,1.0,0.669,669.0,1.0,0.0
ds000164,sub-011,1,61,stroop,incongruent,281.003,1.0,0.683,683.0,1.0,1.0
ds000164,sub-011,1,62,stroop,incongruent,287.005,1.0,0.964,964.0,1.0,1.0
ds000164,sub-011,1,63,stroop,congruent,290.007,1.0,0.625,625.0,1.0,0.0
ds000164,sub-011,1,64,stroop,neutral,293.008,1.0,0.534,534.0,1.0,0.0
ds000164,sub-011,1,65,stroop,neutral,296.009,1.0,0.646,646.0,1.0,0.0
ds000164,sub-011,1,66,stroop,incongruent,299.01,1.0,0.857,857.0,1.0,1.0
ds000164,sub-011,1,67,stroop,neutral,302.011,1.0,0.724,724.0,1.0,0.0
ds000164,sub-011,1,68,stroop,congruent,305.012,1.0,0.676,676.0,1.0,0.0
ds000164,sub-011,1,69,stroop,incongruent,308.013,1.0,0.973,973.0,1.0,1.0
ds000164,sub-011,1,70,stroop,incongruent,311.014,1.0,0.624,624.0,1.0,1.0
ds000164,sub-011,1,71,stroop,congruent,320.015,1.0,0.596,596.0,1.0,0.0
ds000164,sub-011,1,72,stroop,congruent,323.018,1.0,0.78,780.0,1.0,0.0
ds000164,sub-011,1,73,stroop,congruent,326.019,1.0,0.622,622.0,1.0,0.0
ds000164,sub-011,1,74,stroop,neutral,330.52,1.0,0.911,911.0,1.0,0.0
ds000164,sub-011,1,75,stroop,congruent,333.522,1.0,0.825,825.0,1.0,0.0
ds000164,sub-011,1,76,stroop,neutral,338.023,1.0,0.658,658.0,1.0,0.0
ds000164,sub-011,1,77,stroop,neutral,341.024,1.0,0.577,577.0,1.0,0.0
ds000164,sub-011,1,78,stroop,incongruent,344.025,1.0,0.522,522.0,1.0,1.0
ds000164,sub-011,1,79,stroop,congruent,347.026,1.0,0.543,543.0,1.0,0.0
ds000164,sub-011,1,80,stroop,neutral,350.027,1.0,0.615,615.0,1.0,0.0
ds000164,sub-011,1,81,stroop,congruent,354.528,1.0,0.556,556.0,1.0,0.0
ds000164,sub-011,1,82,stroop,incongruent,357.53,1.0,0.585,585.0,1.0,1.0
ds000164,sub-011,1,83,stroop,neutral,365.031,1.0,0.61,610.0,1.0,0.0
ds000164,sub-011,1,84,stroop,congruent,369.533,1.0,0.616,616.0,1.0,0.0
ds000164,sub-011,1,85,stroop,neutral,374.035,1.0,0.597,597.0,1.0,0.0
ds000164,sub-011,1,86,stroop,neutral,377.036,1.0,0.713,713.0,1.0,0.0
ds000164,sub-011,1,87,stroop,congruent,380.037,1.0,1.05,1050.0,1.0,0.0
ds000164,sub-011,1,88,stroop,congruent,383.038,1.0,0.576,576.0,1.0,0.0
ds000164,sub-011,1,89,stroop,neutral,392.039,1.0,0.554,554.0,1.0,0.0
ds000164,sub-011,1,90,stroop,congruent,398.042,1.0,0.6,600.0,1.0,0.0
ds000164,sub-011,1,91,stroop,neutral,401.044,1.0,0.599,599.0,1.0,0.0
ds000164,sub-011,1,92,stroop,incongruent,407.045,1.0,0.752,752.0,1.0,1.0
ds000164,sub-011,1,93,stroop,incongruent,411.547,1.0,0.555,555.0,1.0,1.0
ds000164,sub-011,1,94,stroop,congruent,417.549,1.0,0.933,933.0,1.0,0.0
ds000164,sub-011,1,95,stroop,neutral,422.051,1.0,0.657,657.0,1.0,0.0
ds000164,sub-011,1,96,stroop,congruent,426.552,1.0,0.648,648.0,1.0,0.0
ds000164,sub-011,1,97,stroop,congruent,429.554,1.0,0.727,727.0,1.0,0.0
ds000164,sub-011,1,98,stroop,neutral,432.555,1.0,0.544,544.0,1.0,0.0
ds000164,sub-011,1,99,stroop,congruent,435.556,1.0,0.535,535.0,1.0,0.0
ds000164,sub-011,1,100,stroop,congruent,444.557,1.0,0.6,600.0,1.0,0.0
ds000164,sub-011,1,101,stroop,incongruent,447.56,1.0,0.806,806.0,1.0,1.0
ds000164,sub-011,1,102,stroop,neutral,450.561,1.0,0.623,623.0,1.0,0.0
ds000164,sub-011,1,103,stroop,neutral,453.562,1.0,0.787,787.0,0.0,0.0
ds000164,sub-011,1,104,stroop,neutral,459.563,1.0,0.812,812.0,1.0,0.0
ds000164,sub-011,1,105,stroop,incongruent,464.065,1.0,0.509,509.0,1.0,1.0
ds000164,sub-011,1,106,stroop,congruent,474.567,1.0,0.531,531.0,1.0,0.0
ds000164,sub-011,1,107,stroop,neutral,479.07,1.0,0.75,750.0,1.0,0.0
ds000164,sub-011,1,108,stroop,congruent,483.572,1.0,0.898,898.0,1.0,0.0
ds000164,sub-011,1,109,stroop,incongruent,486.573,1.0,0.619,619.0,1.0,1.0
ds000164,sub-011,1,110,stroop,incongruent,491.074,1.0,0.541,541.0,1.0,1.0
ds000164,sub-011,1,111,stroop,incongruent,494.076,1.0,0.827,827.0,1.0,1.0
ds000164,sub-011,1,112,stroop,incongruent,500.077,1.0,0.675,675.0,1.0,1.0
ds000164,sub-011,1,113,stroop,congruent,503.079,1.0,0.489,489.0,1.0,0.0
ds000164,sub-011,1,114,stroop,congruent,509.08,1.0,1.003,1002.9999999999999,1.0,0.0
ds000164,sub-011,1,115,stroop,incongruent,513.582,1.0,0.724,724.0,1.0,1.0
ds000164,sub-011,1,116,stroop,neutral,525.583,1.0,0.94,940.0,1.0,0.0
ds000164,sub-011,1,117,stroop,congruent,528.587,1.0,0.656,656.0,1.0,0.0
ds000164,sub-011,1,118,stroop,neutral,531.588,1.0,0.72,720.0,1.0,0.0
ds000164,sub-011,1,119,stroop,congruent,534.589,1.0,0.597,597.0,1.0,0.0
ds000164,sub-011,1,120,stroop,incongruent,537.59,1.0,0.631,631.0,1.0,1.0
ds000164,sub-012,1,1,stroop,incongruent,0.382,1.0,1.288,1288.0,1.0,1.0
ds000164,sub-012,1,2,stroop,congruent,3.393,1.0,0.702,702.0,1.0,0.0
ds000164,sub-012,1,3,stroop,neutral,6.394,1.0,0.728,728.0,1.0,0.0
ds000164,sub-012,1,4,stroop,neutral,16.895,1.0,0.807,807.0,1.0,0.0
ds000164,sub-012,1,5,stroop,congruent,19.899,1.0,0.681,681.0,1.0,0.0
ds000164,sub-012,1,6,stroop,congruent,22.9,1.0,0.557,557.0,1.0,0.0
ds000164,sub-012,1,7,stroop,incongruent,27.401,1.0,0.934,934.0,1.0,1.0
ds000164,sub-012,1,8,stroop,neutral,31.903,1.0,0.879,879.0,1.0,0.0
ds000164,sub-012,1,9,stroop,congruent,34.904,1.0,0.716,716.0,1.0,0.0
ds000164,sub-012,1,10,stroop,neutral,37.905,1.0,0.725,725.0,1.0,0.0
ds000164,sub-012,1,11,stroop,neutral,40.906,1.0,0.841,841.0,1.0,0.0
ds000164,sub-012,1,12,stroop,incongruent,54.407,1.0,0.803,803.0,1.0,1.0
ds000164,sub-012,1,13,stroop,neutral,64.912,1.0,0.619,619.0,0.0,0.0
ds000164,sub-012,1,14,stroop,neutral,67.915,1.0,0.731,731.0,1.0,0.0
ds000164,sub-012,1,15,stroop,neutral,72.416,1.0,0.652,652.0,1.0,0.0
ds000164,sub-012,1,16,stroop,incongruent,81.418,1.0,0.972,972.0,0.0,1.0
ds000164,sub-012,1,17,stroop,incongruent,85.921,1.0,0.943,943.0,1.0,1.0
ds000164,sub-012,1,18,stroop,incongruent,88.922,1.0,0.912,912.0,1.0,1.0
ds000164,sub-012,1,19,stroop,incongruent,93.423,1.0,0.788,788.0,1.0,1.0
ds000164,sub-012,1,20,stroop,neutral,96.425,1.0,0.812,812.0,1.0,0.0
ds000164,sub-012,1,21,stroop,neutral,99.426,1.0,0.898,898.0,1.0,0.0
ds000164,sub-012,1,22,stroop,congruent,105.427,1.0,0.761,761.0,1.0,0.0
ds000164,sub-012,1,23,stroop,incongruent,108.429,1.0,0.938,938.0,1.0,1.0
ds000164,sub-012,1,24,stroop,neutral,112.93,1.0,1.062,1062.0,1.0,0.0
ds000164,sub-012,1,25,stroop,incongruent,118.931,1.0,1.06,1060.0,0.0,1.0
ds000164,sub-012,1,26,stroop,neutral,123.433,1.0,0.781,781.0,1.0,0.0
ds000164,sub-012,1,27,stroop,congruent,126.435,1.0,0.695,695.0,1.0,0.0
ds000164,sub-012,1,28,stroop,congruent,130.936,1.0,0.772,772.0,1.0,0.0
ds000164,sub-012,1,29,stroop,neutral,138.438,1.0,0.824,824.0,1.0,0.0
ds000164,sub-012,1,30,stroop,neutral,141.44,1.0,1.168,1168.0,1.0,0.0
ds000164,sub-012,1,31,stroop,incongruent,150.441,1.0,0.757,757.0,1.0,1.0
ds000164,sub-012,1,32,stroop,incongruent,153.444,1.0,0.891,891.0,1.0,1.0
ds000164,sub-012,1,33,stroop,congruent,156.445,1.0,0.775,775.0,1.0,0.0
ds000164,sub-012,1,34,stroop,incongruent,159.446,1.0,0.854,854.0,1.0,1.0
ds000164,sub-012,1,35,stroop,congruent,163.947,1.0,0.0,,0.0,0.0
ds000164,sub-012,1,36,stroop,incongruent,166.949,1.0,1.213,1213.0,1.0,1.0
ds000164,sub-012,1,37,stroop,congruent,172.95,1.0,1.036,1036.0,1.0,0.0
ds000164,sub-012,1,38,stroop,congruent,178.952,1.0,0.777,777.0,1.0,0.0
ds000164,sub-012,1,39,stroop,congruent,181.954,1.0,0.663,663.0,1.0,0.0
ds000164,sub-012,1,40,stroop,congruent,193.955,1.0,0.769,769.0,1.0,0.0
ds000164,sub-012,1,41,stroop,incongruent,196.959,1.0,0.726,726.0,1.0,1.0
ds000164,sub-012,1,42,stroop,congruent,207.46,1.0,0.98,980.0,1.0,0.0
ds000164,sub-012,1,43,stroop,neutral,210.463,1.0,0.717,717.0,1.0,0.0
ds000164,sub-012,1,44,stroop,incongruent,213.464,1.0,0.946,946.0,1.0,1.0
ds000164,sub-012,1,45,stroop,incongruent,216.465,1.0,0.757,757.0,1.0,1.0
ds000164,sub-012,1,46,stroop,incongruent,219.466,1.0,0.651,651.0,1.0,1.0
ds000164,sub-012,1,47,stroop,neutral,223.967,1.0,0.732,732.0,1.0,0.0
ds000164,sub-012,1,48,stroop,neutral,234.469,1.0,0.829,829.0,1.0,0.0
ds000164,sub-012,1,49,stroop,neutral,237.472,1.0,0.845,845.0,1.0,0.0
ds000164,sub-012,1,50,stroop,neutral,240.473,1.0,0.662,662.0,1.0,0.0
ds000164,sub-012,1,51,stroop,incongruent,243.474,1.0,0.651,651.0,1.0,1.0
ds000164,sub-012,1,52,stroop,congruent,246.475,1.0,0.798,798.0,1.0,0.0
ds000164,sub-012,1,53,stroop,incongruent,249.476,1.0,0.742,742.0,1.0,1.0
ds000164,sub-012,1,54,stroop,incongruent,252.478,1.0,0.799,799.0,1.0,1.0
ds000164,sub-012,1,55,stroop,incongruent,255.479,1.0,0.855,855.0,1.0,1.0
ds000164,sub-012,1,56,stroop,congruent,259.98,1.0,1.001,1000.9999999999999,1.0,0.0
ds000164,sub-012,1,57,stroop,incongruent,273.481,1.0,0.892,892.0,1.0,1.0
ds000164,sub-012,1,58,stroop,congruent,279.486,1.0,0.897,897.0,1.0,0.0
ds000164,sub-012,1,59,stroop,neutral,282.488,1.0,0.716,716.0,1.0,0.0
ds000164,sub-012,1,60,stroop,neutral,285.489,1.0,0.638,638.0,1.0,0.0
ds000164,sub-012,1,61,stroop,incongruent,289.99,1.0,1.037,1037.0,1.0,1.0
ds000164,sub-012,1,62,stroop,neutral,297.491,1.0,0.722,722.0,1.0,0.0
ds000164,sub-012,1,63,stroop,incongruent,303.494,1.0,0.888,888.0,1.0,1.0
ds000164,sub-012,1,64,stroop,neutral,306.496,1.0,1.384,1384.0,1.0,0.0
ds000164,sub-012,1,65,stroop,congruent,312.497,1.0,0.785,785.0,1.0,0.0
ds000164,sub-012,1,66,stroop,congruent,315.499,1.0,0.894,894.0,1.0,0.0
ds000164,sub-012,1,67,stroop,congruent,320.0,1.0,0.902,902.0,1.0,0.0
ds000164,sub-012,1,68,stroop,neutral,323.001,1.0,0.928,928.0,1.0,0.0
ds000164,sub-012,1,69,stroop,incongruent,333.502,1.0,0.82,820.0,1.0,1.0
ds000164,sub-012,1,70,stroop,congruent,338.006,1.0,0.712,712.0,1.0,0.0
ds000164,sub-012,1,71,stroop,incongruent,342.507,1.0,0.755,755.0,1.0,1.0
ds000164,sub-012,1,72,stroop,incongruent,345.509,1.0,0.726,726.0,1.0,1.0
ds000164,sub-012,1,73,stroop,neutral,348.51,1.0,0.883,883.0,1.0,0.0
ds000164,sub-012,1,74,stroop,neutral,354.511,1.0,1.016,1016.0,1.0,0.0
ds000164,sub-012,1,75,stroop,congruent,359.013,1.0,0.857,857.0,1.0,0.0
ds000164,sub-012,1,76,stroop,congruent,363.514,1.0,0.568,568.0,1.0,0.0
ds000164,sub-012,1,77,stroop,congruent,366.516,1.0,0.9,900.0,1.0,0.0
ds000164,sub-012,1,78,stroop,congruent,369.517,1.0,0.927,927.0,1.0,0.0
ds000164,sub-012,1,79,stroop,incongruent,372.518,1.0,0.823,823.0,1.0,1.0
ds000164,sub-012,1,80,stroop,neutral,375.519,1.0,0.822,822.0,0.0,0.0
ds000164,sub-012,1,81,stroop,congruent,378.52,1.0,0.674,674.0,1.0,0.0
ds000164,sub-012,1,82,stroop,congruent,381.521,1.0,1.015,1014.9999999999999,1.0,0.0
ds000164,sub-012,1,83,stroop,neutral,384.522,1.0,1.797,1797.0,1.0,0.0
ds000164,sub-012,1,84,stroop,congruent,387.523,1.0,0.738,738.0,1.0,0.0
ds000164,sub-012,1,85,stroop,incongruent,390.524,1.0,0.722,722.0,1.0,1.0
ds000164,sub-012,1,86,stroop,congruent,395.025,1.0,0.681,681.0,1.0,0.0
ds000164,sub-012,1,87,stroop,neutral,398.027,1.0,0.86,860.0,1.0,0.0
ds000164,sub-012,1,88,stroop,congruent,402.528,1.0,0.741,741.0,1.0,0.0
ds000164,sub-012,1,89,stroop,incongruent,407.029,1.0,1.026,1026.0,1.0,1.0
ds000164,sub-012,1,90,stroop,congruent,410.031,1.0,0.922,922.0,1.0,0.0
ds000164,sub-012,1,91,stroop,neutral,413.032,1.0,0.909,909.0,1.0,0.0
ds000164,sub-012,1,92,stroop,neutral,426.533,1.0,0.971,971.0,1.0,0.0
ds000164,sub-012,1,93,stroop,neutral,429.537,1.0,0.953,953.0,1.0,0.0
ds000164,sub-012,1,94,stroop,congruent,432.538,1.0,0.674,674.0,1.0,0.0
ds000164,sub-012,1,95,stroop,neutral,435.539,1.0,0.988,988.0,1.0,0.0
ds000164,sub-012,1,96,stroop,neutral,440.04,1.0,0.895,895.0,1.0,0.0
ds000164,sub-012,1,97,stroop,neutral,444.542,1.0,0.8,800.0,0.0,0.0
