dataset_accession,participant_id,run_id,trial_index,task_paradigm,stimulus_condition,raw_onset_sec,raw_duration_sec,raw_response_time_sec,response_time_ms,accuracy,is_cognitive_conflict,prev_response_time_ms,prev_accuracy,cumulative_trial_num,rt_zscore_subject
ds000102,sub-01,1,1,flanker,incongruent,0.0,2.0,1.095,1095.0,1.0,1.0,,,1,3.895360558345828
ds000102,sub-01,1,2,flanker,incongruent,10.0,2.0,0.988,988.0,1.0,1.0,1095.0,1.0,2,3.2109540234640486
ds000102,sub-01,1,3,flanker,congruent,20.0,2.0,0.591,591.0,1.0,0.0,988.0,1.0,3,0.6716138893699704
ds000102,sub-01,1,4,flanker,congruent,30.0,2.0,0.499,499.0,1.0,0.0,591.0,1.0,4,0.08315219582675823
ds000102,sub-01,1,5,flanker,incongruent,40.0,2.0,0.719,719.0,1.0,1.0,499.0,1.0,5,1.4903432021257437
ds000102,sub-01,1,6,flanker,congruent,52.0,2.0,0.544,544.0,1.0,0.0,719.0,1.0,6,0.3709867198424598
ds000102,sub-01,1,7,flanker,congruent,64.0,2.0,0.436,436.0,1.0,0.0,544.0,1.0,7,-0.319816137795224
ds000102,sub-01,1,8,flanker,incongruent,76.0,2.0,0.47,470.0,1.0,1.0,436.0,1.0,8,-0.10234116409447168
ds000102,sub-01,1,9,flanker,congruent,88.0,2.0,0.409,409.0,1.0,0.0,470.0,1.0,9,-0.4925168522046449
ds000102,sub-01,1,10,flanker,incongruent,102.0,2.0,0.563,563.0,1.0,1.0,409.0,1.0,10,0.4925168522046449
ds000102,sub-01,1,11,flanker,congruent,116.0,2.0,0.493,493.0,1.0,0.0,563.0,1.0,11,0.04477425929133136
ds000102,sub-01,1,12,flanker,congruent,130.0,2.0,0.398,398.0,1.0,0.0,493.0,1.0,12,-0.5628764025195941
ds000102,sub-01,1,13,flanker,congruent,140.0,2.0,0.466,466.0,1.0,0.0,398.0,1.0,13,-0.1279264551180896
ds000102,sub-01,1,14,flanker,incongruent,150.0,2.0,0.518,518.0,1.0,1.0,466.0,1.0,14,0.20468232818894336
ds000102,sub-01,1,15,flanker,incongruent,164.0,2.0,0.56,560.0,1.0,1.0,518.0,1.0,15,0.4733278839369315
ds000102,sub-01,1,16,flanker,incongruent,174.0,2.0,0.533,533.0,1.0,1.0,560.0,1.0,16,0.30062716952751056
ds000102,sub-01,1,17,flanker,congruent,184.0,2.0,0.439,439.0,1.0,0.0,533.0,1.0,17,-0.30062716952751056
ds000102,sub-01,1,18,flanker,congruent,196.0,2.0,0.458,458.0,1.0,0.0,439.0,1.0,18,-0.17909703716532543
ds000102,sub-01,1,19,flanker,incongruent,208.0,2.0,0.734,734.0,1.0,1.0,458.0,1.0,19,1.586288043464311
ds000102,sub-01,1,20,flanker,incongruent,220.0,2.0,0.479,479.0,1.0,1.0,734.0,1.0,20,-0.04477425929133136
ds000102,sub-01,1,21,flanker,incongruent,232.0,2.0,0.538,538.0,1.0,1.0,479.0,1.0,21,0.3326087833070329
ds000102,sub-01,1,22,flanker,congruent,246.0,2.0,0.54,540.0,1.0,0.0,538.0,1.0,22,0.3454014288188419
ds000102,sub-01,1,23,flanker,incongruent,260.0,2.0,0.622,622.0,1.0,1.0,540.0,1.0,23,0.8698998948030092
ds000102,sub-01,1,24,flanker,congruent,274.0,2.0,0.488,488.0,1.0,0.0,622.0,1.0,24,0.01279264551180896
ds000102,sub-01,2,1,flanker,incongruent,0.0,2.0,0.56,560.0,1.0,1.0,,,1,0.4733278839369315
ds000102,sub-01,2,2,flanker,incongruent,10.0,2.0,0.356,356.0,1.0,1.0,560.0,1.0,2,-0.8315219582675824
ds000102,sub-01,2,3,flanker,congruent,20.0,2.0,0.416,416.0,1.0,0.0,356.0,1.0,3,-0.4477425929133136
ds000102,sub-01,2,4,flanker,congruent,30.0,2.0,0.363,363.0,1.0,0.0,416.0,1.0,4,-0.786747698976251
ds000102,sub-01,2,5,flanker,incongruent,42.0,2.0,0.406,406.0,1.0,1.0,363.0,1.0,5,-0.5117058204723584
ds000102,sub-01,2,6,flanker,congruent,54.0,2.0,0.537,537.0,1.0,0.0,406.0,1.0,6,0.32621246055112846
ds000102,sub-01,2,7,flanker,congruent,64.0,2.0,0.484,484.0,1.0,0.0,537.0,1.0,7,-0.01279264551180896
ds000102,sub-01,2,8,flanker,incongruent,76.0,2.0,0.479,479.0,1.0,1.0,484.0,1.0,8,-0.04477425929133136
ds000102,sub-01,2,9,flanker,congruent,88.0,2.0,0.49,490.0,1.0,0.0,479.0,1.0,9,0.02558529102361792
ds000102,sub-01,2,10,flanker,incongruent,102.0,2.0,0.42,420.0,1.0,1.0,490.0,1.0,10,-0.42215730188969564
ds000102,sub-01,2,11,flanker,congruent,116.0,2.0,0.374,374.0,1.0,0.0,420.0,1.0,11,-0.7163881486613017
ds000102,sub-01,2,12,flanker,congruent,130.0,2.0,0.483,483.0,1.0,0.0,374.0,1.0,12,-0.01918896826771344
ds000102,sub-01,2,13,flanker,congruent,144.0,2.0,0.521,521.0,1.0,0.0,483.0,1.0,13,0.2238712964566568
ds000102,sub-01,2,14,flanker,incongruent,154.0,2.0,0.471,471.0,1.0,1.0,521.0,1.0,14,-0.09594484133856719
ds000102,sub-01,2,15,flanker,incongruent,164.0,2.0,0.448,448.0,1.0,1.0,471.0,1.0,15,-0.24306026472437023
ds000102,sub-01,2,16,flanker,incongruent,174.0,2.0,0.38,380.0,1.0,1.0,448.0,1.0,16,-0.6780102121258749
ds000102,sub-01,2,17,flanker,congruent,184.0,2.0,0.392,392.0,0.0,0.0,380.0,1.0,17,-0.6012543390550211
ds000102,sub-01,2,18,flanker,congruent,196.0,2.0,0.604,604.0,1.0,0.0,392.0,0.0,18,0.7547660851967286
ds000102,sub-01,2,19,flanker,incongruent,208.0,2.0,0.53,530.0,1.0,1.0,604.0,1.0,19,0.28143820125979707
ds000102,sub-01,2,20,flanker,incongruent,220.0,2.0,0.466,466.0,1.0,1.0,530.0,1.0,20,-0.1279264551180896
ds000102,sub-01,2,21,flanker,incongruent,232.0,2.0,0.427,427.0,1.0,1.0,466.0,1.0,21,-0.3773830425983643
ds000102,sub-01,2,22,flanker,congruent,246.0,2.0,1.022,1022.0,1.0,0.0,427.0,1.0,22,3.428428997164801
ds000102,sub-01,2,23,flanker,incongruent,260.0,2.0,0.455,455.0,1.0,1.0,1022.0,1.0,23,-0.19828600543303887
ds000102,sub-01,2,24,flanker,congruent,274.0,2.0,0.616,616.0,1.0,0.0,455.0,1.0,24,0.8315219582675824
ds000102,sub-02,1,1,flanker,congruent,0.0,2.0,0.51,510.0,1.0,0.0,,,1,-0.9676985546086738
ds000102,sub-02,1,2,flanker,incongruent,10.0,2.0,0.864,864.0,1.0,1.0,510.0,1.0,2,1.7619053364787407
ds000102,sub-02,1,3,flanker,congruent,20.0,2.0,0.54,540.0,1.0,0.0,864.0,1.0,3,-0.736376190957198
ds000102,sub-02,1,4,flanker,incongruent,30.0,2.0,0.863,863.0,1.0,1.0,540.0,1.0,4,1.7541945910236916
ds000102,sub-02,1,5,flanker,incongruent,40.0,2.0,0.746,746.0,1.0,1.0,863.0,1.0,5,0.8520373727829359
ds000102,sub-02,1,6,flanker,congruent,52.0,2.0,0.501,501.0,1.0,0.0,746.0,1.0,6,-1.0370952637041166
ds000102,sub-02,1,7,flanker,congruent,64.0,2.0,0.576,576.0,1.0,0.0,501.0,1.0,7,-0.458789354575427
ds000102,sub-02,1,8,flanker,incongruent,76.0,2.0,0.548,548.0,1.0,1.0,576.0,1.0,8,-0.6746902273168045
ds000102,sub-02,1,9,flanker,incongruent,88.0,2.0,0.735,735.0,1.0,1.0,548.0,1.0,9,0.7672191727773948
ds000102,sub-02,1,10,flanker,incongruent,102.0,2.0,0.6,600.0,1.0,1.0,735.0,1.0,10,-0.2737314636542464
ds000102,sub-02,1,11,flanker,incongruent,116.0,2.0,0.674,674.0,1.0,1.0,600.0,1.0,11,0.29686370001939394
ds000102,sub-02,1,12,flanker,congruent,126.0,2.0,0.509,509.0,1.0,0.0,674.0,1.0,12,-0.9754093000637231
ds000102,sub-02,1,13,flanker,incongruent,140.0,2.0,0.792,792.0,1.0,1.0,509.0,1.0,13,1.2067316637151988
ds000102,sub-02,1,14,flanker,congruent,150.0,2.0,0.723,723.0,1.0,0.0,792.0,1.0,14,0.6746902273168045
ds000102,sub-02,1,15,flanker,congruent,164.0,2.0,0.468,468.0,1.0,0.0,723.0,1.0,15,-1.2915498637207399
ds000102,sub-02,1,16,flanker,congruent,174.0,2.0,0.521,521.0,1.0,0.0,468.0,1.0,16,-0.8828803546031327
ds000102,sub-02,1,17,flanker,incongruent,184.0,2.0,0.684,684.0,1.0,1.0,521.0,1.0,17,0.3739711545698859
ds000102,sub-02,1,18,flanker,incongruent,196.0,2.0,0.615,615.0,1.0,1.0,684.0,1.0,18,-0.15807028182850846
ds000102,sub-02,1,19,flanker,incongruent,208.0,2.0,0.593,593.0,1.0,1.0,615.0,1.0,19,-0.32770668183959073
ds000102,sub-02,1,20,flanker,congruent,222.0,2.0,0.597,597.0,1.0,0.0,593.0,1.0,20,-0.29686370001939394
ds000102,sub-02,1,21,flanker,congruent,234.0,2.0,0.638,638.0,1.0,0.0,597.0,1.0,21,0.019276863637622984
ds000102,sub-02,1,22,flanker,congruent,246.0,2.0,0.562,562.0,1.0,0.0,638.0,1.0,22,-0.5667397909461157
ds000102,sub-02,1,23,flanker,congruent,260.0,2.0,0.676,676.0,1.0,0.0,562.0,1.0,23,0.31228519092949236
ds000102,sub-02,1,24,flanker,incongruent,274.0,2.0,0.934,934.0,1.0,1.0,676.0,1.0,24,2.3016575183321843
ds000102,sub-02,2,1,flanker,congruent,0.0,2.0,0.763,763.0,1.0,0.0,,,1,0.9831200455187722
ds000102,sub-02,2,2,flanker,incongruent,10.0,2.0,0.613,613.0,1.0,1.0,763.0,1.0,2,-0.17349177273860686
ds000102,sub-02,2,3,flanker,congruent,20.0,2.0,0.737,737.0,1.0,0.0,613.0,1.0,3,0.7826406636874932
ds000102,sub-02,2,4,flanker,incongruent,32.0,2.0,0.869,869.0,1.0,1.0,737.0,1.0,4,1.8004590637539868
ds000102,sub-02,2,5,flanker,incongruent,44.0,2.0,0.647,647.0,1.0,1.0,869.0,1.0,5,0.08867357273306573
ds000102,sub-02,2,6,flanker,congruent,54.0,2.0,0.595,595.0,1.0,0.0,647.0,1.0,6,-0.31228519092949236
ds000102,sub-02,2,7,flanker,congruent,64.0,2.0,0.509,509.0,1.0,0.0,595.0,1.0,7,-0.9754093000637231
ds000102,sub-02,2,8,flanker,incongruent,76.0,2.0,0.545,545.0,1.0,1.0,509.0,1.0,8,-0.697822463681952
ds000102,sub-02,2,9,flanker,incongruent,88.0,2.0,0.533,533.0,1.0,1.0,545.0,1.0,9,-0.7903514091425424
ds000102,sub-02,2,10,flanker,incongruent,102.0,2.0,0.495,495.0,1.0,1.0,533.0,1.0,10,-1.0833597364344116
ds000102,sub-02,2,11,flanker,incongruent,116.0,2.0,0.728,728.0,1.0,1.0,495.0,1.0,11,0.7132439545920505
ds000102,sub-02,2,12,flanker,congruent,130.0,2.0,0.633,633.0,1.0,0.0,728.0,1.0,12,-0.019276863637622984
ds000102,sub-02,2,13,flanker,incongruent,140.0,2.0,0.854,854.0,1.0,1.0,633.0,1.0,13,1.6847978819282488
ds000102,sub-02,2,14,flanker,congruent,154.0,2.0,0.824,824.0,1.0,0.0,854.0,1.0,14,1.4534755182767731
ds000102,sub-02,2,15,flanker,congruent,164.0,2.0,0.643,643.0,1.0,0.0,824.0,1.0,15,0.057830590912868955
ds000102,sub-02,2,16,flanker,congruent,174.0,2.0,0.671,671.0,1.0,0.0,643.0,1.0,16,0.2737314636542464
ds000102,sub-02,2,17,flanker,incongruent,184.0,2.0,0.826,826.0,1.0,1.0,671.0,1.0,17,1.4688970091868714
ds000102,sub-02,2,18,flanker,incongruent,196.0,2.0,0.918,918.0,1.0,1.0,826.0,1.0,18,2.1782855910513974
ds000102,sub-02,2,19,flanker,incongruent,208.0,2.0,0.48,480.0,1.0,1.0,918.0,1.0,19,-1.1990209182601497
ds000102,sub-02,2,20,flanker,congruent,220.0,2.0,0.547,547.0,1.0,0.0,480.0,1.0,20,-0.6824009727718536
ds000102,sub-02,2,21,flanker,congruent,232.0,2.0,0.662,662.0,1.0,0.0,547.0,1.0,21,0.20433475455880365
ds000102,sub-02,2,22,flanker,congruent,246.0,2.0,0.495,495.0,1.0,0.0,662.0,1.0,22,-1.0833597364344116
ds000102,sub-02,2,23,flanker,congruent,260.0,2.0,0.754,754.0,1.0,0.0,495.0,1.0,23,0.9137233364233295
ds000102,sub-02,2,24,flanker,incongruent,274.0,2.0,0.508,508.0,1.0,1.0,754.0,1.0,24,-0.9831200455187722
ds000102,sub-03,1,1,flanker,incongruent,0.0,2.0,0.889,889.0,1.0,1.0,,,1,0.9454177241847579
ds000102,sub-03,1,2,flanker,congruent,10.0,2.0,0.773,773.0,1.0,0.0,889.0,1.0,2,0.41561841981069064
ds000102,sub-03,1,3,flanker,incongruent,20.0,2.0,0.897,897.0,1.0,1.0,773.0,1.0,3,0.9819556072450384
ds000102,sub-03,1,4,flanker,congruent,30.0,2.0,0.587,587.0,1.0,0.0,897.0,1.0,4,-0.4338873613408309
ds000102,sub-03,1,5,flanker,incongruent,40.0,2.0,0.711,711.0,1.0,1.0,587.0,1.0,5,0.1324498260935168
ds000102,sub-03,1,6,flanker,incongruent,52.0,2.0,0.756,756.0,1.0,1.0,711.0,1.0,6,0.3379754183075946
ds000102,sub-03,1,7,flanker,congruent,64.0,2.0,0.581,581.0,1.0,0.0,756.0,1.0,7,-0.46129077363604126
ds000102,sub-03,1,8,flanker,congruent,76.0,2.0,1.216,1216.0,1.0,0.0,581.0,1.0,8,2.438903694273723
ds000102,sub-03,1,9,flanker,congruent,88.0,2.0,0.587,587.0,1.0,0.0,1216.0,1.0,9,-0.4338873613408309
ds000102,sub-03,1,10,flanker,congruent,102.0,2.0,0.541,541.0,1.0,0.0,587.0,1.0,10,-0.6439801889374438
ds000102,sub-03,1,11,flanker,congruent,116.0,2.0,0.446,446.0,1.0,0.0,541.0,1.0,11,-1.0778675502782746
ds000102,sub-03,1,12,flanker,congruent,126.0,2.0,0.49,490.0,1.0,0.0,446.0,1.0,12,-0.8769091934467319
ds000102,sub-03,1,13,flanker,incongruent,136.0,2.0,0.862,862.0,1.0,1.0,490.0,1.0,13,0.8221023688563112
ds000102,sub-03,1,14,flanker,incongruent,150.0,2.0,0.651,651.0,1.0,1.0,862.0,1.0,14,-0.14158429685858692
ds000102,sub-03,1,15,flanker,incongruent,164.0,2.0,0.69,690.0,1.0,1.0,651.0,1.0,15,0.036537883060280496
ds000102,sub-03,1,16,flanker,incongruent,174.0,2.0,0.694,694.0,1.0,1.0,690.0,1.0,16,0.054806824590420744
ds000102,sub-03,1,17,flanker,incongruent,184.0,2.0,1.186,1186.0,1.0,1.0,694.0,1.0,17,2.3018866327976713
ds000102,sub-03,1,18,flanker,incongruent,196.0,2.0,0.876,876.0,1.0,1.0,1186.0,1.0,18,0.886043664211802
ds000102,sub-03,1,19,flanker,congruent,208.0,2.0,0.535,535.0,1.0,0.0,876.0,1.0,19,-0.6713836012326542
ds000102,sub-03,1,20,flanker,incongruent,220.0,2.0,0.689,689.0,1.0,1.0,535.0,1.0,20,0.031970647677745434
ds000102,sub-03,1,21,flanker,incongruent,234.0,2.0,0.828,828.0,1.0,1.0,689.0,1.0,21,0.666816365850119
ds000102,sub-03,1,22,flanker,congruent,248.0,2.0,0.55,550.0,1.0,0.0,828.0,1.0,22,-0.6028750704946282
ds000102,sub-03,1,23,flanker,congruent,260.0,2.0,0.801,801.0,1.0,0.0,550.0,1.0,23,0.5435010105216724
ds000102,sub-03,1,24,flanker,congruent,274.0,2.0,0.45,450.0,1.0,0.0,801.0,1.0,24,-1.0595986087481344
ds000102,sub-03,2,1,flanker,incongruent,0.0,2.0,0.759,759.0,1.0,1.0,,,1,0.3516771244551998
ds000102,sub-03,2,2,flanker,congruent,10.0,2.0,0.507,507.0,1.0,0.0,759.0,1.0,2,-0.7992661919436359
ds000102,sub-03,2,3,flanker,incongruent,20.0,2.0,0.686,686.0,1.0,1.0,507.0,1.0,3,0.018268941530140248
ds000102,sub-03,2,4,flanker,congruent,30.0,2.0,0.578,578.0,1.0,0.0,686.0,1.0,4,-0.47499247978364645
ds000102,sub-03,2,5,flanker,incongruent,40.0,2.0,0.678,678.0,1.0,1.0,578.0,1.0,5,-0.018268941530140248
ds000102,sub-03,2,6,flanker,incongruent,52.0,2.0,0.528,528.0,1.0,1.0,678.0,1.0,6,-0.7033542489103995
ds000102,sub-03,2,7,flanker,congruent,64.0,2.0,0.49,490.0,0.0,0.0,528.0,1.0,7,-0.8769091934467319
ds000102,sub-03,2,8,flanker,congruent,76.0,2.0,0.622,622.0,1.0,0.0,490.0,0.0,8,-0.2740341229521037
ds000102,sub-03,2,9,flanker,congruent,88.0,2.0,0.791,791.0,1.0,0.0,622.0,1.0,9,0.49782865669632176
ds000102,sub-03,2,10,flanker,congruent,102.0,2.0,0.626,626.0,1.0,0.0,791.0,1.0,10,-0.2557651814219635
ds000102,sub-03,2,11,flanker,congruent,116.0,2.0,0.716,716.0,1.0,0.0,626.0,1.0,11,0.1552860030061921
ds000102,sub-03,2,12,flanker,congruent,130.0,2.0,0.71,710.0,1.0,0.0,716.0,1.0,12,0.12788259071098174
ds000102,sub-03,2,13,flanker,incongruent,144.0,2.0,0.64,640.0,1.0,1.0,710.0,1.0,13,-0.1918238860664726
ds000102,sub-03,2,14,flanker,incongruent,154.0,2.0,0.524,524.0,1.0,1.0,640.0,1.0,14,-0.7216231904405398
ds000102,sub-03,2,15,flanker,incongruent,164.0,2.0,1.031,1031.0,1.0,1.0,524.0,1.0,15,1.5939651485047368
ds000102,sub-03,2,16,flanker,incongruent,174.0,2.0,0.861,861.0,1.0,1.0,1031.0,1.0,16,0.8175351334737762
ds000102,sub-03,2,17,flanker,incongruent,184.0,2.0,1.55,1550.0,1.0,1.0,861.0,1.0,17,3.964360312040434
ds000102,sub-03,2,18,flanker,incongruent,196.0,2.0,0.465,465.0,1.0,1.0,1550.0,1.0,18,-0.9910900780101085
ds000102,sub-03,2,19,flanker,congruent,208.0,2.0,0.651,651.0,1.0,0.0,465.0,1.0,19,-0.14158429685858692
ds000102,sub-03,2,20,flanker,incongruent,220.0,2.0,0.559,559.0,1.0,1.0,651.0,1.0,20,-0.5617699520518127
ds000102,sub-03,2,21,flanker,incongruent,232.0,2.0,0.378,378.0,1.0,1.0,559.0,1.0,21,-1.3884395562906588
ds000102,sub-03,2,22,flanker,congruent,246.0,2.0,0.699,699.0,1.0,0.0,378.0,1.0,22,0.07764300150309605
ds000102,sub-03,2,23,flanker,congruent,260.0,2.0,0.446,446.0,1.0,0.0,699.0,1.0,23,-1.0778675502782746
ds000102,sub-03,2,24,flanker,congruent,274.0,2.0,0.783,783.0,1.0,0.0,446.0,1.0,24,0.46129077363604126
ds000102,sub-04,1,1,flanker,incongruent,0.0,2.0,1.342,1342.0,1.0,1.0,,,1,3.8071969486662938
ds000102,sub-04,1,2,flanker,congruent,10.0,2.0,1.043,1043.0,1.0,0.0,1342.0,1.0,2,1.7374662438458903
ds000102,sub-04,1,3,flanker,incongruent,20.0,2.0,1.141,1141.0,1.0,1.0,1043.0,1.0,3,2.415839518335521
ds000102,sub-04,1,4,flanker,congruent,30.0,2.0,0.961,961.0,1.0,0.0,1141.0,1.0,4,1.1698477896810975
ds000102,sub-04,1,5,flanker,incongruent,40.0,2.0,0.997,997.0,1.0,1.0,961.0,1.0,5,1.419046135411982
ds000102,sub-04,1,6,flanker,congruent,52.0,2.0,0.783,783.0,1.0,0.0,997.0,1.0,6,-0.06229958643272117
ds000102,sub-04,1,7,flanker,congruent,64.0,2.0,0.787,787.0,1.0,0.0,783.0,1.0,7,-0.03461088135151176
ds000102,sub-04,1,8,flanker,incongruent,76.0,2.0,1.046,1046.0,1.0,1.0,787.0,1.0,8,1.7582327726567974
ds000102,sub-04,1,9,flanker,congruent,88.0,2.0,0.8,800.0,1.0,0.0,1046.0,1.0,9,0.055377410162418816
ds000102,sub-04,1,10,flanker,congruent,102.0,2.0,0.77,770.0,1.0,0.0,800.0,1.0,10,-0.15228787794665175
ds000102,sub-04,1,11,flanker,incongruent,116.0,2.0,0.883,883.0,1.0,1.0,770.0,1.0,11,0.629918040597514
ds000102,sub-04,1,12,flanker,congruent,130.0,2.0,0.765,765.0,1.0,0.0,883.0,1.0,12,-0.1868987592981635
ds000102,sub-04,1,13,flanker,incongruent,140.0,2.0,0.858,858.0,1.0,1.0,765.0,1.0,13,0.4568636338399552
ds000102,sub-04,1,14,flanker,incongruent,154.0,2.0,0.851,851.0,1.0,1.0,858.0,1.0,14,0.4084083999478388
ds000102,sub-04,1,15,flanker,congruent,164.0,2.0,0.67,670.0,1.0,0.0,851.0,1.0,15,-0.8445055049768869
ds000102,sub-04,1,16,flanker,incongruent,174.0,2.0,0.77,770.0,1.0,1.0,670.0,1.0,16,-0.15228787794665175
ds000102,sub-04,1,17,flanker,congruent,184.0,2.0,0.613,613.0,1.0,0.0,770.0,1.0,17,-1.239069552384121
ds000102,sub-04,1,18,flanker,congruent,196.0,2.0,0.777,777.0,1.0,0.0,613.0,1.0,18,-0.10383264405453528
ds000102,sub-04,1,19,flanker,congruent,208.0,2.0,0.62,620.0,1.0,0.0,777.0,1.0,19,-1.1906143184920046
ds000102,sub-04,1,20,flanker,incongruent,222.0,2.0,0.821,821.0,1.0,1.0,620.0,1.0,20,0.2007431118387682
ds000102,sub-04,1,21,flanker,incongruent,234.0,2.0,0.825,825.0,1.0,1.0,821.0,1.0,21,0.2284318169199776
ds000102,sub-04,1,22,flanker,incongruent,246.0,2.0,0.73,730.0,1.0,1.0,825.0,1.0,22,-0.4291749287587458
ds000102,sub-04,1,23,flanker,incongruent,260.0,2.0,0.781,781.0,1.0,1.0,730.0,1.0,23,-0.07614393897332587
ds000102,sub-04,1,24,flanker,congruent,274.0,2.0,0.726,726.0,1.0,0.0,781.0,1.0,24,-0.4568636338399552
ds000102,sub-04,2,1,flanker,incongruent,0.0,2.0,0.933,933.0,1.0,1.0,,,1,0.9760268541126317
ds000102,sub-04,2,2,flanker,congruent,10.0,2.0,0.721,721.0,1.0,0.0,933.0,1.0,2,-0.491474515191467
ds000102,sub-04,2,3,flanker,incongruent,20.0,2.0,0.628,628.0,1.0,1.0,721.0,1.0,3,-1.1352369083295857
ds000102,sub-04,2,4,flanker,congruent,30.0,2.0,0.783,783.0,1.0,0.0,628.0,1.0,4,-0.06229958643272117
ds000102,sub-04,2,5,flanker,incongruent,42.0,2.0,0.97,970.0,1.0,1.0,783.0,1.0,5,1.2321473761138186
ds000102,sub-04,2,6,flanker,congruent,52.0,2.0,0.797,797.0,1.0,0.0,970.0,1.0,6,0.03461088135151176
ds000102,sub-04,2,7,flanker,congruent,64.0,2.0,0.697,697.0,1.0,0.0,797.0,1.0,7,-0.6576067456787235
ds000102,sub-04,2,8,flanker,incongruent,76.0,2.0,0.772,772.0,1.0,1.0,697.0,1.0,8,-0.13844352540604704
ds000102,sub-04,2,9,flanker,congruent,88.0,2.0,0.75,750.0,1.0,0.0,772.0,1.0,9,-0.29073140335269876
ds000102,sub-04,2,10,flanker,congruent,102.0,2.0,0.849,849.0,1.0,0.0,750.0,1.0,10,0.39456404740723405
ds000102,sub-04,2,11,flanker,incongruent,116.0,2.0,0.802,802.0,1.0,1.0,849.0,1.0,11,0.06922176270302352
ds000102,sub-04,2,12,flanker,congruent,126.0,2.0,0.91,910.0,1.0,0.0,802.0,1.0,12,0.8168167998956776
ds000102,sub-04,2,13,flanker,incongruent,140.0,2.0,0.935,935.0,1.0,1.0,910.0,1.0,13,0.9898712066532364
ds000102,sub-04,2,14,flanker,incongruent,154.0,2.0,0.97,970.0,1.0,1.0,935.0,1.0,14,1.2321473761138186
ds000102,sub-04,2,15,flanker,congruent,164.0,2.0,0.845,845.0,1.0,0.0,970.0,1.0,15,0.36687534232602464
ds000102,sub-04,2,16,flanker,incongruent,174.0,2.0,0.752,752.0,1.0,1.0,845.0,1.0,16,-0.2768870508120941
ds000102,sub-04,2,17,flanker,congruent,184.0,2.0,0.813,813.0,1.0,0.0,752.0,1.0,17,0.14536570167634938
ds000102,sub-04,2,18,flanker,congruent,196.0,2.0,0.894,894.0,1.0,0.0,813.0,1.0,18,0.7060619795708399
ds000102,sub-04,2,19,flanker,congruent,208.0,2.0,0.587,587.0,1.0,0.0,894.0,1.0,19,-1.419046135411982
ds000102,sub-04,2,20,flanker,incongruent,220.0,2.0,0.733,733.0,1.0,1.0,587.0,1.0,20,-0.4084083999478388
ds000102,sub-04,2,21,flanker,incongruent,234.0,2.0,0.726,726.0,1.0,1.0,733.0,1.0,21,-0.4568636338399552
ds000102,sub-04,2,22,flanker,incongruent,246.0,2.0,0.632,632.0,1.0,1.0,726.0,1.0,22,-1.1075482032483763
ds000102,sub-04,2,23,flanker,incongruent,260.0,2.0,0.828,828.0,1.0,1.0,632.0,1.0,23,0.24919834573088467
ds000102,sub-04,2,24,flanker,congruent,274.0,2.0,0.614,614.0,1.0,0.0,828.0,1.0,24,-1.2321473761138186
ds000102,sub-05,1,1,flanker,incongruent,0.0,2.0,1.019,1018.9999999999999,1.0,1.0,,,1,3.6339541416497805
ds000102,sub-05,1,2,flanker,incongruent,10.0,2.0,0.927,927.0,1.0,1.0,1018.9999999999999,1.0,2,2.859159747601624
ds000102,sub-05,1,3,flanker,incongruent,20.0,2.0,0.747,747.0,1.0,1.0,927.0,1.0,3,1.3432576722900118
ds000102,sub-05,1,4,flanker,congruent,32.0,2.0,0.653,653.0,1.0,0.0,747.0,1.0,4,0.5516199218495033
ds000102,sub-05,1,5,flanker,congruent,42.0,2.0,0.744,744.0,1.0,0.0,653.0,1.0,5,1.317992637701485
ds000102,sub-05,1,6,flanker,congruent,52.0,2.0,0.588,588.0,1.0,0.0,744.0,1.0,6,0.004210839098087811
ds000102,sub-05,1,7,flanker,congruent,64.0,2.0,0.56,560.0,1.0,0.0,588.0,1.0,7,-0.23159615039482964
ds000102,sub-05,1,8,flanker,incongruent,76.0,2.0,0.715,715.0,1.0,1.0,560.0,1.0,8,1.073763970012392
ds000102,sub-05,1,9,flanker,incongruent,88.0,2.0,0.67,670.0,1.0,1.0,715.0,1.0,9,0.694788451184489
ds000102,sub-05,1,10,flanker,incongruent,102.0,2.0,0.719,719.0,1.0,1.0,670.0,1.0,10,1.1074506827970945
ds000102,sub-05,1,11,flanker,congruent,116.0,2.0,0.674,674.0,1.0,0.0,719.0,1.0,11,0.7284751639691914
ds000102,sub-05,1,12,flanker,congruent,130.0,2.0,0.555,555.0,1.0,0.0,674.0,1.0,12,-0.27370454137570777
ds000102,sub-05,1,13,flanker,incongruent,144.0,2.0,0.693,693.0,1.0,1.0,555.0,1.0,13,0.8884870496965283
ds000102,sub-05,1,14,flanker,incongruent,154.0,2.0,0.705,705.0,1.0,1.0,693.0,1.0,14,0.9895471880506357
ds000102,sub-05,1,15,flanker,congruent,164.0,2.0,0.612,612.0,1.0,0.0,705.0,1.0,15,0.20633111580630276
ds000102,sub-05,1,16,flanker,congruent,174.0,2.0,0.558,558.0,1.0,0.0,612.0,1.0,16,-0.24843950678718088
ds000102,sub-05,1,17,flanker,congruent,184.0,2.0,0.531,531.0,1.0,0.0,558.0,1.0,17,-0.4758248180839227
ds000102,sub-05,1,18,flanker,congruent,196.0,2.0,0.446,446.0,1.0,0.0,531.0,1.0,18,-1.1916674647588508
ds000102,sub-05,1,19,flanker,congruent,208.0,2.0,0.483,483.0,1.0,0.0,446.0,1.0,19,-0.8800653715003526
