dataset_accession,participant_id,run_id,trial_index,task_paradigm,stimulus_condition,raw_onset_sec,raw_duration_sec,raw_response_time_sec,response_time_ms,accuracy,is_cognitive_conflict,prev_response_time_ms,prev_accuracy,cumulative_trial_num,rt_zscore_subject
ds000102,sub-21,2,4,flanker,congruent,30.0,2.0,1.244,1244.0,1.0,0.0,1090.0,1.0,4,0.9290814794193071
ds000102,sub-21,2,5,flanker,incongruent,40.0,2.0,0.968,968.0,1.0,1.0,1244.0,1.0,5,0.24436455466702736
ds000102,sub-21,2,6,flanker,incongruent,52.0,2.0,0.875,875.0,1.0,1.0,968.0,1.0,6,0.013644721326585285
ds000102,sub-21,2,7,flanker,incongruent,64.0,2.0,0.669,669.0,1.0,1.0,875.0,1.0,7,-0.49741211381460904
ds000102,sub-21,2,8,flanker,congruent,76.0,2.0,0.432,432.0,1.0,0.0,669.0,1.0,8,-1.085375560069284
ds000102,sub-21,2,9,flanker,incongruent,88.0,2.0,0.539,539.0,1.0,1.0,432.0,1.0,9,-0.8199237088066248
ds000102,sub-21,2,10,flanker,incongruent,102.0,2.0,0.596,596.0,1.0,1.0,539.0,1.0,10,-0.678514778694741
ds000102,sub-21,2,11,flanker,congruent,116.0,2.0,0.59,590.0,1.0,0.0,596.0,1.0,11,-0.693399929232834
ds000102,sub-21,2,12,flanker,congruent,126.0,2.0,0.89,890.0,1.0,0.0,590.0,1.0,12,0.05085759767181788
ds000102,sub-21,2,13,flanker,incongruent,140.0,2.0,2.068,2068.0,1.0,1.0,890.0,1.0,13,2.9733088199840845
ds000102,sub-21,2,14,flanker,congruent,154.0,2.0,0.973,973.0,1.0,0.0,2068.0,1.0,14,0.2567688467821049
ds000102,sub-21,2,15,flanker,congruent,164.0,2.0,0.667,667.0,1.0,0.0,973.0,1.0,15,-0.50237383066064
ds000102,sub-21,2,16,flanker,incongruent,174.0,2.0,0.822,822.0,1.0,1.0,667.0,1.0,16,-0.11784077509323655
ds000102,sub-21,2,17,flanker,congruent,184.0,2.0,1.064,1064.0,1.0,0.0,822.0,1.0,17,0.48252696327651595
ds000102,sub-21,2,18,flanker,incongruent,196.0,2.0,0.564,564.0,1.0,1.0,1064.0,1.0,18,-0.7579022482312372
ds000102,sub-21,2,19,flanker,incongruent,208.0,2.0,0.567,567.0,1.0,1.0,564.0,1.0,19,-0.7504596729621906
ds000102,sub-21,2,20,flanker,incongruent,220.0,2.0,0.577,577.0,1.0,1.0,567.0,1.0,20,-0.7256510887320355
ds000102,sub-21,2,21,flanker,incongruent,234.0,2.0,1.339,1339.0,1.0,1.0,577.0,1.0,21,1.1647630296057803
ds000102,sub-21,2,22,flanker,congruent,246.0,2.0,1.158,1158.0,1.0,0.0,1339.0,1.0,22,0.7157276550399736
ds000102,sub-21,2,23,flanker,congruent,260.0,2.0,0.864,864.0,1.0,0.0,1158.0,1.0,23,-0.013644721326585285
ds000102,sub-21,2,24,flanker,congruent,274.0,2.0,0.554,554.0,1.0,0.0,864.0,1.0,24,-0.7827108324613923
ds000102,sub-22,1,1,flanker,congruent,0.0,2.0,0.964,964.0,1.0,0.0,,,1,2.4490977535046166
ds000102,sub-22,1,2,flanker,congruent,10.0,2.0,0.774,774.0,1.0,0.0,964.0,1.0,2,0.863651166908783
ds000102,sub-22,1,3,flanker,congruent,20.0,2.0,0.634,634.0,1.0,0.0,774.0,1.0,3,-0.30457263374077853
ds000102,sub-22,1,4,flanker,incongruent,32.0,2.0,0.951,951.0,1.0,1.0,634.0,1.0,4,2.340619829158586
ds000102,sub-22,1,5,flanker,incongruent,42.0,2.0,0.769,769.0,1.0,1.0,951.0,1.0,5,0.8219288883141558
ds000102,sub-22,1,6,flanker,congruent,52.0,2.0,0.54,540.0,1.0,0.0,769.0,1.0,6,-1.0889514713197699
ds000102,sub-22,1,7,flanker,incongruent,64.0,2.0,0.711,711.0,1.0,1.0,540.0,1.0,7,0.3379504566164803
ds000102,sub-22,1,8,flanker,incongruent,76.0,2.0,0.674,674.0,1.0,1.0,711.0,1.0,8,0.02920559501623904
ds000102,sub-22,1,9,flanker,incongruent,88.0,2.0,0.606,606.0,1.0,1.0,674.0,1.0,9,-0.5382173938706909
ds000102,sub-22,1,10,flanker,congruent,102.0,2.0,0.534,534.0,1.0,0.0,606.0,1.0,10,-1.1390182056333225
ds000102,sub-22,1,11,flanker,incongruent,116.0,2.0,0.681,681.0,1.0,1.0,534.0,1.0,11,0.08761678504871712
ds000102,sub-22,1,12,flanker,congruent,130.0,2.0,0.57,570.0,1.0,0.0,681.0,1.0,12,-0.8386177997520067
ds000102,sub-22,1,13,flanker,congruent,144.0,2.0,0.637,637.0,1.0,0.0,570.0,1.0,13,-0.27953926658400224
ds000102,sub-22,1,14,flanker,incongruent,154.0,2.0,0.793,793.0,1.0,1.0,637.0,1.0,14,1.0221958255683663
ds000102,sub-22,1,15,flanker,incongruent,164.0,2.0,0.851,851.0,1.0,1.0,793.0,1.0,15,1.506174257266042
ds000102,sub-22,1,16,flanker,congruent,174.0,2.0,0.776,776.0,1.0,0.0,851.0,1.0,16,0.8803400783466339
ds000102,sub-22,1,17,flanker,incongruent,184.0,2.0,0.748,748.0,1.0,1.0,776.0,1.0,17,0.6466953182167215
ds000102,sub-22,1,18,flanker,incongruent,196.0,2.0,0.886,886.0,1.0,1.0,748.0,1.0,18,1.7982302074284322
ds000102,sub-22,1,19,flanker,congruent,208.0,2.0,0.593,593.0,1.0,0.0,886.0,1.0,19,-0.6466953182167215
ds000102,sub-22,1,20,flanker,incongruent,220.0,2.0,0.732,732.0,1.0,1.0,593.0,1.0,20,0.5131840267139145
ds000102,sub-22,1,21,flanker,congruent,234.0,2.0,0.629,629.0,1.0,0.0,732.0,1.0,21,-0.34629491233540577
ds000102,sub-22,1,22,flanker,congruent,246.0,2.0,0.768,768.0,1.0,0.0,629.0,1.0,22,0.8135844325952304
ds000102,sub-22,1,23,flanker,incongruent,260.0,2.0,0.825,825.0,1.0,1.0,768.0,1.0,23,1.2892184085739804
ds000102,sub-22,1,24,flanker,congruent,274.0,2.0,0.908,908.0,1.0,0.0,825.0,1.0,24,1.981808233244792
ds000102,sub-22,2,1,flanker,congruent,0.0,2.0,0.551,551.0,1.0,0.0,,,1,-0.99716245841159
ds000102,sub-22,2,2,flanker,congruent,10.0,2.0,0.698,698.0,1.0,0.0,551.0,1.0,2,0.2294725322704496
ds000102,sub-22,2,3,flanker,congruent,20.0,2.0,0.576,576.0,1.0,0.0,698.0,1.0,3,-0.7885510654384541
ds000102,sub-22,2,4,flanker,incongruent,30.0,2.0,0.506,506.0,1.0,1.0,576.0,1.0,4,-1.3726629657632348
ds000102,sub-22,2,5,flanker,incongruent,42.0,2.0,0.829,829.0,1.0,1.0,506.0,1.0,5,1.3225962314496822
ds000102,sub-22,2,6,flanker,congruent,52.0,2.0,0.569,569.0,1.0,0.0,829.0,1.0,6,-0.8469622554709322
ds000102,sub-22,2,7,flanker,incongruent,64.0,2.0,0.644,644.0,1.0,1.0,569.0,1.0,7,-0.22112807655152417
ds000102,sub-22,2,8,flanker,incongruent,76.0,2.0,0.846,846.0,1.0,1.0,644.0,1.0,8,1.4644519786714147
ds000102,sub-22,2,9,flanker,incongruent,88.0,2.0,0.592,592.0,1.0,1.0,846.0,1.0,9,-0.655039773935647
ds000102,sub-22,2,10,flanker,congruent,102.0,2.0,0.667,667.0,1.0,0.0,592.0,1.0,10,-0.02920559501623904
ds000102,sub-22,2,11,flanker,incongruent,116.0,2.0,0.621,621.0,1.0,1.0,667.0,1.0,11,-0.4130505580868093
ds000102,sub-22,2,12,flanker,congruent,130.0,2.0,0.814,814.0,1.0,0.0,621.0,1.0,12,1.1974293956658006
ds000102,sub-22,2,13,flanker,congruent,140.0,2.0,0.537,537.0,1.0,0.0,814.0,1.0,13,-1.1139848384765463
ds000102,sub-22,2,14,flanker,incongruent,150.0,2.0,0.735,735.0,1.0,1.0,537.0,1.0,14,0.5382173938706909
ds000102,sub-22,2,15,flanker,incongruent,164.0,2.0,0.625,625.0,1.0,1.0,735.0,1.0,15,-0.3796727352111075
ds000102,sub-22,2,16,flanker,congruent,174.0,2.0,0.769,769.0,1.0,0.0,625.0,1.0,16,0.8219288883141558
ds000102,sub-22,2,17,flanker,incongruent,184.0,2.0,0.608,608.0,1.0,1.0,769.0,1.0,17,-0.52152848243284
ds000102,sub-22,2,18,flanker,incongruent,196.0,2.0,0.546,546.0,1.0,1.0,608.0,1.0,18,-1.0388847370062173
ds000102,sub-22,2,19,flanker,congruent,208.0,2.0,0.565,565.0,1.0,0.0,546.0,1.0,19,-0.8803400783466339
ds000102,sub-22,2,20,flanker,incongruent,220.0,2.0,0.688,688.0,1.0,1.0,565.0,1.0,20,0.1460279750811952
ds000102,sub-22,2,21,flanker,congruent,232.0,2.0,0.595,595.0,1.0,0.0,688.0,1.0,21,-0.6300064067788707
ds000102,sub-22,2,22,flanker,congruent,246.0,2.0,0.596,596.0,1.0,0.0,595.0,1.0,22,-0.6216619510599453
ds000102,sub-22,2,23,flanker,incongruent,260.0,2.0,0.558,558.0,1.0,1.0,596.0,1.0,23,-0.9387512683791119
ds000102,sub-22,2,24,flanker,congruent,274.0,2.0,0.704,704.0,1.0,0.0,558.0,1.0,24,0.27953926658400224
ds000102,sub-23,1,1,flanker,incongruent,0.0,2.0,0.821,821.0,1.0,1.0,,,1,2.7168144126908773
ds000102,sub-23,1,2,flanker,congruent,10.0,2.0,0.657,657.0,1.0,0.0,821.0,1.0,2,1.2910302089107049
ds000102,sub-23,1,3,flanker,congruent,20.0,2.0,0.494,494.0,1.0,0.0,657.0,1.0,3,-0.12606018874885672
ds000102,sub-23,1,4,flanker,incongruent,30.0,2.0,0.544,544.0,0.0,1.0,494.0,1.0,4,0.30863011728168366
ds000102,sub-23,1,5,flanker,congruent,40.0,2.0,0.605,605.0,1.0,0.0,544.0,0.0,5,0.8389522906389429
ds000102,sub-23,1,6,flanker,incongruent,52.0,2.0,0.654,654.0,1.0,1.0,605.0,1.0,6,1.2649487905488725
ds000102,sub-23,1,7,flanker,congruent,64.0,2.0,0.49,490.0,1.0,0.0,654.0,1.0,7,-0.16083541323129993
ds000102,sub-23,1,8,flanker,incongruent,76.0,2.0,0.484,484.0,1.0,1.0,490.0,1.0,8,-0.21299824995496477
ds000102,sub-23,1,9,flanker,incongruent,88.0,2.0,0.544,544.0,1.0,1.0,484.0,1.0,9,0.30863011728168366
ds000102,sub-23,1,10,flanker,congruent,102.0,2.0,0.473,473.0,1.0,0.0,544.0,1.0,10,-0.30863011728168366
ds000102,sub-23,1,11,flanker,incongruent,116.0,2.0,0.523,523.0,1.0,1.0,473.0,1.0,11,0.12606018874885672
ds000102,sub-23,1,12,flanker,congruent,130.0,2.0,0.43,430.0,1.0,0.0,523.0,1.0,12,-0.6824637804679483
ds000102,sub-23,1,13,flanker,incongruent,144.0,2.0,0.39,390.0,0.0,1.0,430.0,1.0,13,-1.0302160252923807
ds000102,sub-23,1,14,flanker,incongruent,154.0,2.0,0.603,603.0,1.0,1.0,390.0,0.0,14,0.8215646783977213
ds000102,sub-23,1,15,flanker,congruent,164.0,2.0,0.486,486.0,1.0,0.0,603.0,1.0,15,-0.19561063771374315
ds000102,sub-23,1,16,flanker,congruent,174.0,2.0,0.466,466.0,1.0,0.0,486.0,1.0,16,-0.3694867601259593
ds000102,sub-23,1,17,flanker,congruent,184.0,2.0,0.429,429.0,1.0,0.0,466.0,1.0,17,-0.6911575865885592
ds000102,sub-23,1,18,flanker,congruent,196.0,2.0,0.456,456.0,1.0,0.0,429.0,1.0,18,-0.45642482133206735
ds000102,sub-23,1,19,flanker,congruent,208.0,2.0,0.412,412.0,1.0,0.0,456.0,1.0,19,-0.8389522906389429
ds000102,sub-23,1,20,flanker,incongruent,222.0,2.0,0.758,758.0,1.0,1.0,412.0,1.0,20,2.1691046270923966
ds000102,sub-23,1,21,flanker,incongruent,234.0,2.0,0.528,528.0,1.0,1.0,758.0,1.0,21,0.16952921935191073
ds000102,sub-23,1,22,flanker,incongruent,246.0,2.0,0.539,539.0,1.0,1.0,528.0,1.0,22,0.26516108667862964
ds000102,sub-23,1,23,flanker,incongruent,260.0,2.0,0.548,548.0,1.0,1.0,539.0,1.0,23,0.3434053417641269
ds000102,sub-23,1,24,flanker,congruent,274.0,2.0,0.47,470.0,1.0,0.0,548.0,1.0,24,-0.3347115356435161
ds000102,sub-23,2,1,flanker,incongruent,0.0,2.0,0.699,699.0,1.0,1.0,,,1,1.6561700659763587
ds000102,sub-23,2,2,flanker,congruent,10.0,2.0,0.423,423.0,1.0,0.0,699.0,1.0,2,-0.743320423312224
ds000102,sub-23,2,3,flanker,congruent,20.0,2.0,0.427,427.0,0.0,0.0,423.0,1.0,3,-0.7085451988297807
ds000102,sub-23,2,4,flanker,incongruent,30.0,2.0,0.479,479.0,1.0,1.0,427.0,0.0,4,-0.2564672805580188
ds000102,sub-23,2,5,flanker,congruent,40.0,2.0,0.609,609.0,1.0,0.0,479.0,1.0,5,0.8737275151213861
ds000102,sub-23,2,6,flanker,incongruent,52.0,2.0,0.525,525.0,1.0,1.0,609.0,1.0,6,0.1434478009900783
ds000102,sub-23,2,7,flanker,congruent,64.0,2.0,0.423,423.0,1.0,0.0,525.0,1.0,7,-0.743320423312224
ds000102,sub-23,2,8,flanker,incongruent,76.0,2.0,0.49,490.0,1.0,1.0,423.0,1.0,8,-0.16083541323129993
ds000102,sub-23,2,9,flanker,incongruent,88.0,2.0,0.924,924.0,0.0,1.0,490.0,1.0,9,3.61227644311379
ds000102,sub-23,2,10,flanker,congruent,102.0,2.0,0.479,479.0,1.0,0.0,924.0,0.0,10,-0.2564672805580188
ds000102,sub-23,2,11,flanker,incongruent,116.0,2.0,0.72,720.0,1.0,1.0,479.0,1.0,11,1.8387399945091858
ds000102,sub-23,2,12,flanker,congruent,130.0,2.0,0.538,538.0,1.0,0.0,720.0,1.0,12,0.2564672805580188
ds000102,sub-23,2,13,flanker,incongruent,144.0,2.0,0.668,668.0,1.0,1.0,538.0,1.0,13,1.3866620762374238
ds000102,sub-23,2,14,flanker,incongruent,154.0,2.0,0.623,623.0,1.0,1.0,668.0,1.0,14,0.9954408008099375
ds000102,sub-23,2,15,flanker,congruent,164.0,2.0,0.475,475.0,1.0,0.0,623.0,1.0,15,-0.29124250504046206
ds000102,sub-23,2,16,flanker,congruent,174.0,2.0,0.462,462.0,1.0,0.0,475.0,1.0,16,-0.4042619846084025
ds000102,sub-23,2,17,flanker,congruent,184.0,2.0,0.379,379.0,1.0,0.0,462.0,1.0,17,-1.1258478926190996
ds000102,sub-23,2,18,flanker,congruent,196.0,2.0,0.541,541.0,1.0,0.0,379.0,1.0,18,0.28254869891985124
ds000102,sub-23,2,19,flanker,congruent,208.0,2.0,0.6,600.0,1.0,0.0,541.0,1.0,19,0.7954832600358889
ds000102,sub-23,2,20,flanker,incongruent,220.0,2.0,0.411,411.0,1.0,1.0,600.0,1.0,20,-0.8476460967595537
ds000102,sub-23,2,21,flanker,incongruent,234.0,2.0,0.436,436.0,1.0,1.0,411.0,1.0,21,-0.6303009437442835
ds000102,sub-23,2,22,flanker,incongruent,248.0,2.0,0.543,543.0,1.0,1.0,436.0,1.0,22,0.29993631116107283
ds000102,sub-23,2,23,flanker,incongruent,260.0,2.0,0.418,418.0,0.0,1.0,543.0,1.0,23,-0.786789453915278
ds000102,sub-23,2,24,flanker,congruent,274.0,2.0,0.524,524.0,1.0,0.0,418.0,0.0,24,0.1347539948694675
ds000102,sub-24,1,1,flanker,congruent,0.0,2.0,0.496,496.0,1.0,0.0,,,1,-0.3548362025447771
ds000102,sub-24,1,2,flanker,congruent,10.0,2.0,0.523,523.0,1.0,0.0,496.0,1.0,2,0.028386896203582167
ds000102,sub-24,1,3,flanker,congruent,20.0,2.0,0.423,423.0,1.0,0.0,523.0,1.0,3,-1.3909579139755262
ds000102,sub-24,1,4,flanker,congruent,32.0,2.0,0.482,482.0,1.0,0.0,423.0,1.0,4,-0.5535444759698522
ds000102,sub-24,1,5,flanker,incongruent,44.0,2.0,0.589,589.0,1.0,1.0,482.0,1.0,5,0.9651544709217936
ds000102,sub-24,1,6,flanker,incongruent,54.0,2.0,0.528,528.0,1.0,1.0,589.0,1.0,6,0.09935413671253758
ds000102,sub-24,1,7,flanker,incongruent,64.0,2.0,0.572,572.0,1.0,1.0,528.0,1.0,7,0.7238658531913452
ds000102,sub-24,1,8,flanker,incongruent,76.0,2.0,0.518,518.0,1.0,1.0,572.0,1.0,8,-0.042580344305373254
ds000102,sub-24,1,9,flanker,incongruent,88.0,2.0,0.577,577.0,1.0,1.0,518.0,1.0,9,0.7948330937003006
ds000102,sub-24,1,10,flanker,congruent,102.0,2.0,0.379,379.0,1.0,0.0,577.0,1.0,10,-2.015469630454334
ds000102,sub-24,1,11,flanker,incongruent,116.0,2.0,0.693,693.0,1.0,1.0,379.0,1.0,11,2.4412730735080665
ds000102,sub-24,1,12,flanker,incongruent,130.0,2.0,0.583,583.0,1.0,1.0,693.0,1.0,12,0.8799937823110472
ds000102,sub-24,1,13,flanker,congruent,140.0,2.0,0.532,532.0,1.0,0.0,583.0,1.0,13,0.1561279291197019
ds000102,sub-24,1,14,flanker,congruent,154.0,2.0,0.437,437.0,1.0,0.0,532.0,1.0,14,-1.192249640550451
ds000102,sub-24,1,15,flanker,incongruent,164.0,2.0,0.658,658.0,1.0,1.0,437.0,1.0,15,1.9445023899453784
ds000102,sub-24,1,16,flanker,congruent,174.0,2.0,0.49,490.0,1.0,0.0,658.0,1.0,16,-0.4399968911555236
ds000102,sub-24,1,17,flanker,congruent,184.0,2.0,0.44,440.0,1.0,0.0,490.0,1.0,17,-1.1496692962450779
ds000102,sub-24,1,18,flanker,congruent,196.0,2.0,0.427,427.0,1.0,0.0,440.0,1.0,18,-1.3341841215683619
ds000102,sub-24,1,19,flanker,incongruent,208.0,2.0,0.574,574.0,1.0,1.0,427.0,1.0,19,0.7522527493949275
ds000102,sub-24,1,20,flanker,incongruent,220.0,2.0,0.512,512.0,1.0,1.0,574.0,1.0,20,-0.12774103291611974
ds000102,sub-24,1,21,flanker,incongruent,232.0,2.0,0.563,563.0,1.0,1.0,512.0,1.0,21,0.5961248202752255
ds000102,sub-24,1,22,flanker,congruent,246.0,2.0,0.509,509.0,1.0,0.0,563.0,1.0,22,-0.17032137722149301
ds000102,sub-24,1,23,flanker,congruent,260.0,2.0,0.391,391.0,1.0,0.0,509.0,1.0,23,-1.845148253232841
ds000102,sub-24,1,24,flanker,incongruent,274.0,2.0,0.529,529.0,1.0,1.0,391.0,1.0,24,0.11354758481432867
ds000102,sub-24,2,1,flanker,congruent,0.0,2.0,0.443,443.0,1.0,0.0,,,1,-1.1070889519397045
ds000102,sub-24,2,2,flanker,congruent,10.0,2.0,0.623,623.0,1.0,0.0,443.0,1.0,2,1.4477317063826904
ds000102,sub-24,2,3,flanker,congruent,20.0,2.0,0.475,475.0,1.0,0.0,623.0,1.0,3,-0.6528986126823898
ds000102,sub-24,2,4,flanker,congruent,30.0,2.0,0.607,607.0,1.0,0.0,475.0,1.0,4,1.2206365367540333
ds000102,sub-24,2,5,flanker,incongruent,40.0,2.0,0.561,561.0,1.0,1.0,607.0,1.0,5,0.5677379240716434
ds000102,sub-24,2,6,flanker,incongruent,52.0,2.0,0.5,500.0,1.0,1.0,561.0,1.0,6,-0.29806241013761275
ds000102,sub-24,2,7,flanker,incongruent,64.0,2.0,0.494,494.0,1.0,1.0,500.0,1.0,7,-0.38322309874835925
ds000102,sub-24,2,8,flanker,incongruent,76.0,2.0,0.577,577.0,1.0,1.0,494.0,1.0,8,0.7948330937003006
ds000102,sub-24,2,9,flanker,incongruent,88.0,2.0,0.413,413.0,1.0,1.0,577.0,1.0,9,-1.532892394993437
ds000102,sub-24,2,10,flanker,congruent,102.0,2.0,0.575,575.0,1.0,0.0,413.0,1.0,10,0.7664461974967185
ds000102,sub-24,2,11,flanker,incongruent,116.0,2.0,0.546,546.0,1.0,1.0,575.0,1.0,11,0.3548362025447771
ds000102,sub-24,2,12,flanker,incongruent,130.0,2.0,0.401,401.0,1.0,1.0,546.0,1.0,12,-1.70321377221493
ds000102,sub-24,2,13,flanker,congruent,140.0,2.0,0.519,519.0,1.0,0.0,401.0,1.0,13,-0.028386896203582167
ds000102,sub-24,2,14,flanker,congruent,154.0,2.0,0.48,480.0,1.0,0.0,519.0,1.0,14,-0.5819313721734344
ds000102,sub-24,2,15,flanker,incongruent,164.0,2.0,0.571,571.0,1.0,1.0,480.0,1.0,15,0.7096724050895542
ds000102,sub-24,2,16,flanker,congruent,174.0,2.0,0.519,519.0,1.0,0.0,571.0,1.0,16,-0.028386896203582167
ds000102,sub-24,2,17,flanker,congruent,184.0,2.0,0.538,538.0,1.0,0.0,519.0,1.0,17,0.2412886177304484
ds000102,sub-24,2,18,flanker,congruent,196.0,2.0,0.526,526.0,1.0,0.0,538.0,1.0,18,0.07096724050895542
ds000102,sub-24,2,19,flanker,incongruent,208.0,2.0,0.527,527.0,1.0,1.0,526.0,1.0,19,0.08516068861074651
ds000102,sub-24,2,20,flanker,incongruent,220.0,2.0,0.447,447.0,1.0,1.0,527.0,1.0,20,-1.0503151595325402
ds000102,sub-24,2,21,flanker,incongruent,232.0,2.0,0.406,406.0,1.0,1.0,447.0,1.0,21,-1.6322465317059747
ds000102,sub-24,2,22,flanker,congruent,246.0,2.0,0.431,431.0,1.0,0.0,406.0,1.0,22,-1.2774103291611976
ds000102,sub-24,2,23,flanker,congruent,260.0,2.0,0.57,570.0,1.0,0.0,431.0,1.0,23,0.6954789569877631
ds000102,sub-24,2,24,flanker,incongruent,274.0,2.0,0.532,532.0,1.0,1.0,570.0,1.0,24,0.1561279291197019
ds000102,sub-25,1,1,flanker,congruent,0.0,2.0,1.074,1074.0,1.0,0.0,,,1,0.7302428649645291
ds000102,sub-25,1,2,flanker,incongruent,10.0,2.0,1.039,1039.0,1.0,1.0,1074.0,1.0,2,0.5489769055761708
ds000102,sub-25,1,3,flanker,incongruent,20.0,2.0,0.954,954.0,1.0,1.0,1039.0,1.0,3,0.10875957563301497
ds000102,sub-25,1,4,flanker,incongruent,30.0,2.0,0.965,965.0,1.0,1.0,954.0,1.0,4,0.16572887715507043
ds000102,sub-25,1,5,flanker,congruent,42.0,2.0,0.864,864.0,1.0,0.0,965.0,1.0,5,-0.35735289136562065
ds000102,sub-25,1,6,flanker,congruent,52.0,2.0,0.925,925.0,1.0,0.0,864.0,1.0,6,-0.041432219288767606
ds000102,sub-25,1,7,flanker,congruent,64.0,2.0,1.158,1158.0,1.0,0.0,925.0,1.0,7,1.165281167496589
ds000102,sub-25,1,8,flanker,incongruent,76.0,2.0,1.097,1097.0,1.0,1.0,1158.0,1.0,8,0.849360495419736
ds000102,sub-25,1,9,flanker,incongruent,88.0,2.0,0.94,940.0,1.0,1.0,1097.0,1.0,9,0.036253191877671655
ds000102,sub-25,1,10,flanker,congruent,102.0,2.0,0.895,895.0,1.0,0.0,940.0,1.0,10,-0.19680304162164614
ds000102,sub-25,1,11,flanker,incongruent,116.0,2.0,0.888,888.0,1.0,1.0,895.0,1.0,11,-0.2330562334993178
ds000102,sub-25,1,12,flanker,incongruent,130.0,2.0,1.217,1217.0,1.0,1.0,888.0,1.0,12,1.47084378475125
ds000102,sub-25,1,13,flanker,incongruent,140.0,2.0,1.094,1094.0,1.0,1.0,1217.0,1.0,13,0.8338234131864481
ds000102,sub-25,1,14,flanker,congruent,150.0,2.0,1.233,1233.0,1.0,0.0,1094.0,1.0,14,1.5537082233287853
ds000102,sub-25,1,15,flanker,congruent,164.0,2.0,1.139,1139.0,1.0,0.0,1233.0,1.0,15,1.066879646685766
ds000102,sub-25,1,16,flanker,congruent,174.0,2.0,0.936,936.0,1.0,0.0,1139.0,1.0,16,0.015537082233287853
ds000102,sub-25,1,17,flanker,congruent,184.0,2.0,0.93,930.0,1.0,0.0,936.0,1.0,17,-0.015537082233287853
ds000102,sub-25,1,18,flanker,incongruent,196.0,2.0,1.365,1365.0,1.0,1.0,930.0,1.0,18,2.237339841593451
ds000102,sub-25,1,19,flanker,incongruent,208.0,2.0,1.089,1089.0,1.0,1.0,1365.0,1.0,19,0.8079282761309684
ds000102,sub-25,1,20,flanker,congruent,220.0,2.0,0.986,986.0,1.0,0.0,1089.0,1.0,20,0.2744884527880854
ds000102,sub-25,1,21,flanker,incongruent,232.0,2.0,1.069,1069.0,1.0,1.0,986.0,1.0,21,0.7043477279090493
ds000102,sub-25,1,22,flanker,congruent,246.0,2.0,0.688,688.0,1.0,0.0,1069.0,1.0,22,-1.268861715718508
ds000102,sub-25,1,23,flanker,incongruent,260.0,2.0,0.93,930.0,1.0,1.0,688.0,1.0,23,-0.015537082233287853
ds000102,sub-25,1,24,flanker,congruent,274.0,2.0,1.26,1260.0,1.0,0.0,930.0,1.0,24,1.693541963428376
ds000102,sub-25,2,1,flanker,congruent,0.0,2.0,1.137,1137.0,1.0,0.0,,,1,1.056521591863574
ds000102,sub-25,2,2,flanker,incongruent,10.0,2.0,0.747,747.0,1.0,1.0,1137.0,1.0,2,-0.9632990984638469
ds000102,sub-25,2,3,flanker,incongruent,20.0,2.0,1.344,1344.0,1.0,1.0,747.0,1.0,3,2.128580265960436
ds000102,sub-25,2,4,flanker,incongruent,30.0,2.0,0.987,987.0,1.0,1.0,1344.0,1.0,4,0.27966748019918136
ds000102,sub-25,2,5,flanker,congruent,40.0,2.0,0.904,904.0,1.0,0.0,987.0,1.0,5,-0.15019179492178258
ds000102,sub-25,2,6,flanker,congruent,52.0,2.0,0.707,707.0,1.0,0.0,904.0,1.0,6,-1.170460194907685
ds000102,sub-25,2,7,flanker,congruent,64.0,2.0,0.798,798.0,1.0,0.0,707.0,1.0,7,-0.6991687004979534
ds000102,sub-25,2,8,flanker,incongruent,76.0,2.0,1.209,1209.0,1.0,1.0,798.0,1.0,8,1.4294115654624826
ds000102,sub-25,2,9,flanker,incongruent,88.0,2.0,1.018,1018.0,1.0,1.0,1209.0,1.0,9,0.4402173299431558
ds000102,sub-25,2,10,flanker,congruent,102.0,2.0,0.742,742.0,1.0,0.0,1018.0,1.0,10,-0.9891942355193266
ds000102,sub-25,2,11,flanker,incongruent,116.0,2.0,0.918,918.0,1.0,1.0,742.0,1.0,11,-0.07768541116643926
ds000102,sub-25,2,12,flanker,incongruent,130.0,2.0,0.664,664.0,1.0,1.0,918.0,1.0,12,-1.3931583735848108
ds000102,sub-25,2,13,flanker,incongruent,144.0,2.0,1.211,1211.0,1.0,1.0,664.0,1.0,13,1.4397696202846744
ds000102,sub-25,2,14,flanker,congruent,154.0,2.0,0.701,701.0,1.0,0.0,1211.0,1.0,14,-1.2015343593742607
ds000102,sub-25,2,15,flanker,congruent,164.0,2.0,0.858,858.0,1.0,0.0,701.0,1.0,15,-0.38842705583219633
ds000102,sub-25,2,16,flanker,congruent,174.0,2.0,0.702,702.0,1.0,0.0,858.0,1.0,16,-1.1963553319631648
ds000102,sub-25,2,17,flanker,congruent,184.0,2.0,0.705,705.0,1.0,0.0,702.0,1.0,17,-1.180818249729877
ds000102,sub-25,2,18,flanker,incongruent,196.0,2.0,0.701,701.0,1.0,1.0,705.0,1.0,18,-1.2015343593742607
ds000102,sub-25,2,19,flanker,incongruent,208.0,2.0,0.903,903.0,1.0,1.0,701.0,1.0,19,-0.15537082233287852
ds000102,sub-25,2,20,flanker,congruent,220.0,2.0,0.912,912.0,1.0,0.0,903.0,1.0,20,-0.10875957563301497
ds000102,sub-25,2,21,flanker,incongruent,234.0,2.0,0.851,851.0,1.0,1.0,912.0,1.0,21,-0.424680247709868
